"date","index_code","component_code","component_name","weight","url_hash"
"2026-06-30","000852","000930","中粮科技","0.040000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000935","四川双马","0.082000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000950","重药控股","0.044000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000962","东方钽业","0.294000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000966","长源电力","0.056000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000969","安泰科技","0.185000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000970","中科三环","0.152000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000973","佛塑科技","0.109000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000990","诚志股份","0.061000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","000998","隆平高科","0.091000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001227","兰州银行","0.082000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001233","海安集团","0.017000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001236","弘业期货","0.022000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001267","汇绿生态","0.215000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001287","中电港","0.121000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001301","尚太科技","0.150000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001337","四川黄金","0.079000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001339","智微智能","0.137000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001359","平安电工","0.093000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001369","双欣材料","0.032000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001382","新亚电缆","0.013000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001896","豫能控股","0.104000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","001914","招商积余","0.035000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002003","伟星股份","0.062000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002004","华邦健康","0.064000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002006","精工科技","0.063000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002010","传化智联","0.063000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002011","盾安环境","0.070000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002015","协鑫能科","0.163000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002017","东信和平","0.052000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002019","亿帆医药","0.070000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002020","京新药业","0.077000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002023","海特高新","0.079000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002036","联创电子","0.082000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002041","登海种业","0.028000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002043","兔宝宝","0.057000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002045","国光电器","0.036000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002046","国机精工","0.203000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002048","宁波华翔","0.115000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002051","中工国际","0.057000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002053","云南能投","0.028000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002060","广东建工","0.035000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002061","浙江交科","0.045000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002063","远光软件","0.080000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002073","软控股份","0.054000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002075","沙钢股份","0.061000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002077","大港股份","0.069000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002081","金螳螂","0.071000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002091","江苏国泰","0.072000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002093","国脉科技","0.033000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002096","易普力","0.045000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002097","山河智能","0.056000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002099","海翔药业","0.061000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002100","天康生物","0.071000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002101","广东鸿图","0.032000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002104","恒宝股份","0.075000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002110","三钢闽光","0.036000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002121","科陆电子","0.065000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002123","梦网科技","0.059000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002125","湘潭电化","0.053000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002127","南极电商","0.048000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002139","拓邦股份","0.122000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002145","钛能化学","0.129000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002149","西部材料","0.189000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002151","北斗星通","0.141000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002158","汉钟精机","0.081000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002163","海南发展","0.051000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002170","芭田股份","0.086000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002171","楚江新材","0.181000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002174","游族网络","0.127000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002176","江特电机","0.175000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002181","粤传媒","0.047000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002182","宝武镁业","0.111000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002183","怡亚通","0.099000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002192","融捷股份","0.190000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002194","武汉凡谷","0.041000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002204","大连重工","0.052000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002212","天融信","0.072000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002215","诺普信","0.059000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002216","三全食品","0.042000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002221","东华能源","0.051000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002222","福晶科技","0.445000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002226","江南化工","0.061000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002233","塔牌集团","0.059000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002237","恒邦股份","0.129000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002239","奥特佳","0.071000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002243","力合科创","0.041000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002245","蔚蓝锂芯","0.328000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002246","北化股份","0.064000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002249","大洋电机","0.133000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002250","联化科技","0.101000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002251","步步高","0.065000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002254","泰和新材","0.112000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002258","利尔化学","0.063000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002267","陕天然气","0.030000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002268","电科网安","0.078000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002270","华明装备","0.104000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002276","万马股份","0.084000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002287","奇正藏药","0.022000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002290","禾盛新材","0.140000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002292","奥飞娱乐","0.060000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002315","焦点科技","0.059000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002317","众生药业","0.171000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002320","海峡股份","0.043000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002324","普利特","0.083000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002326","永太科技","0.157000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002332","仙琚制药","0.065000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002338","奥普光电","0.084000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002345","潮宏基","0.059000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002351","漫步者","0.041000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002354","天娱数科","0.158000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002364","中恒电气","0.187000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002368","太极股份","0.063000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002372","伟星新材","0.053000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002373","千方科技","0.081000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002378","章源钨业","0.206000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002389","航天彩虹","0.126000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002396","星网锐捷","0.120000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002400","省广集团","0.113000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002405","四维图新","0.157000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002408","齐翔腾达","0.068000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002416","爱施德","0.068000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002428","云南锗业","0.644000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002434","万里扬","0.041000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
"2026-06-30","000852","002456","欧菲光","0.326000","f505b1f44033cf4df86bb95b2ffeac210bc67a45d09f08b08b4a77b281edb900"
