"symbol","stock_code","component_name","sw_level1_name","attention_rank_score","comment_score","focus_score","attention_bucket","attention_catalyst_flag","eastmoney_hot_rank","eastmoney_up_rank","xueqiu_follow_rank","xueqiu_tweet_rank","xueqiu_deal_rank","data_status"
"600751.SH","600751","海航科技","交通运输",,,,"缺失","False",,,,,,"missing"
"600757.SH","600757","长江传媒","传媒",,,,"缺失","False",,,,,,"missing"
"600761.SH","600761","安徽合力","机械设备",,,,"缺失","False",,,,,,"missing"
"600771.SH","600771","广誉远","医药生物",,,,"缺失","False",,,,,,"missing"
"600773.SH","600773","西藏城投","房地产",,,,"缺失","False",,,,,,"missing"
"600776.SH","600776","东方通信","通信",,,,"缺失","False",,,,,,"missing"
"600782.SH","600782","新钢股份","未映射",,,,"缺失","False",,,,,,"missing"
"600783.SH","600783","鲁信创投","机械设备",,,,"缺失","False",,,,,,"missing"
"600787.SH","600787","中储股份","交通运输",,,,"缺失","False",,,,,,"missing"
"600789.SH","600789","鲁抗医药","医药生物",,,,"缺失","False",,,,,,"missing"
"600812.SH","600812","华北制药","医药生物",,,,"缺失","False",,,,,,"missing"
"600821.SH","600821","金开新能","公用事业",,,,"缺失","False",,,,,,"missing"
"600827.SH","600827","百联股份","商贸零售",,,,"缺失","False",,,,,,"missing"
"600835.SH","600835","上海机电","机械设备",,,,"缺失","False",,,,,,"missing"
"600850.SH","600850","电科数字","计算机",,,,"缺失","False",,,,,,"missing"
"600859.SH","600859","王府井","商贸零售",,,,"缺失","False",,,,,,"missing"
"600864.SH","600864","哈投股份","非银金融",,,,"缺失","False",,,,,,"missing"
"600866.SH","600866","星湖科技","基础化工",,,,"缺失","False",,,,,,"missing"
"600867.SH","600867","通化东宝","未映射",,,,"缺失","False",,,,,,"missing"
"600869.SH","600869","远东股份","电力设备",,,,"缺失","False",,,,,,"missing"
"600872.SH","600872","中炬高新","食品饮料",,,,"缺失","False",,,,,,"missing"
"600877.SH","600877","电科芯片","电子",,,,"缺失","False",,,,,,"missing"
"600882.SH","600882","妙可蓝多","食品饮料",,,,"缺失","False",,,,,,"missing"
"600888.SH","600888","新疆众和","有色金属",,,,"缺失","False",,,,,,"missing"
"600908.SH","600908","无锡银行","银行",,,,"缺失","False",,,,,,"missing"
"600916.SH","600916","中国黄金","纺织服饰",,,,"缺失","False",,,,,,"missing"
"600928.SH","600928","西安银行","银行",,,,"缺失","False",,,,,,"missing"
"600929.SH","600929","雪天盐业","基础化工",,,,"缺失","False",,,,,,"missing"
"600933.SH","600933","爱柯迪","汽车",,,,"缺失","False",,,,,,"missing"
"600956.SH","600956","新天绿能","公用事业",,,,"缺失","False",,,,,,"missing"
"600961.SH","600961","株冶集团","有色金属",,,,"缺失","False",,,,,,"missing"
"600963.SH","600963","岳阳林纸","轻工制造",,,,"缺失","False",,,,,,"missing"
"600971.SH","600971","恒源煤电","煤炭",,,,"缺失","False",,,,,,"missing"
"600986.SH","600986","浙文互联","传媒",,,,"缺失","False",,,,,,"missing"
"600993.SH","600993","马应龙","医药生物",,,,"缺失","False",,,,,,"missing"
"600996.SH","600996","贵广网络","传媒",,,,"缺失","False",,,,,,"missing"
"600997.SH","600997","开滦股份","煤炭",,,,"缺失","False",,,,,,"missing"
"601003.SH","601003","柳钢股份","未映射",,,,"缺失","False",,,,,,"missing"
"601020.SH","601020","华钰矿业","有色金属",,,,"缺失","False",,,,,,"missing"
"601022.SH","601022","宁波远洋","交通运输",,,,"缺失","False",,,,,,"missing"
"601026.SH","601026","道生天合","基础化工",,,,"缺失","False",,,,,,"missing"
"601033.SH","601033","永兴股份","环保",,,,"缺失","False",,,,,,"missing"
"601038.SH","601038","一拖股份","机械设备",,,,"缺失","False",,,,,,"missing"
"601068.SH","601068","中铝国际","建筑装饰",,,,"缺失","False",,,,,,"missing"
"601069.SH","601069","西部黄金","有色金属",,,,"缺失","False",,,,,,"missing"
"601083.SH","601083","锦江航运","交通运输",,,,"缺失","False",,,,,,"missing"
"601089.SH","601089","福元医药","医药生物",,,,"缺失","False",,,,,,"missing"
"601096.SH","601096","宏盛华源","建筑装饰",,,,"缺失","False",,,,,,"missing"
"601101.SH","601101","昊华能源","煤炭",,,,"缺失","False",,,,,,"missing"
"601107.SH","601107","四川成渝","交通运输",,,,"缺失","False",,,,,,"missing"
"601126.SH","601126","四方股份","电力设备",,,,"缺失","False",,,,,,"missing"
"601137.SH","601137","博威合金","有色金属",,,,"缺失","False",,,,,,"missing"
"601187.SH","601187","厦门银行","银行",,,,"缺失","False",,,,,,"missing"
"601200.SH","601200","上海环境","环保",,,,"缺失","False",,,,,,"missing"
"601208.SH","601208","东材科技","基础化工",,,,"缺失","False",,,,,,"missing"
"601222.SH","601222","林洋能源","公用事业",,,,"缺失","False",,,,,,"missing"
"601311.SH","601311","骆驼股份","电力设备",,,,"缺失","False",,,,,,"missing"
"601326.SH","601326","秦港股份","交通运输",,,,"缺失","False",,,,,,"missing"
"601333.SH","601333","广深铁路","交通运输",,,,"缺失","False",,,,,,"missing"
"601369.SH","601369","陕鼓动力","未映射",,,,"缺失","False",,,,,,"missing"
"601375.SH","601375","中原证券","非银金融",,,,"缺失","False",,,,,,"missing"
"601519.SH","601519","大智慧","计算机",,,,"缺失","False",,,,,,"missing"
"601528.SH","601528","瑞丰银行","银行",,,,"缺失","False",,,,,,"missing"
"601568.SH","601568","北元化工","基础化工",,,,"缺失","False",,,,,,"missing"
"601595.SH","601595","上海电影","传媒",,,,"缺失","False",,,,,,"missing"
"601606.SH","601606","长城军工","国防军工",,,,"缺失","False",,,,,,"missing"
"601609.SH","601609","金田股份","有色金属",,,,"缺失","False",,,,,,"missing"
"601619.SH","601619","嘉泽新能","公用事业",,,,"缺失","False",,,,,,"missing"
"601636.SH","601636","旗滨集团","建筑材料",,,,"缺失","False",,,,,,"missing"
"601677.SH","601677","明泰铝业","有色金属",,,,"缺失","False",,,,,,"missing"
"601678.SH","601678","滨化股份","未映射",,,,"缺失","False",,,,,,"missing"
"601702.SH","601702","华峰铝业","有色金属",,,,"缺失","False",,,,,,"missing"
"601777.SH","601777","千里科技","汽车",,,,"缺失","False",,,,,,"missing"
"601778.SH","601778","晶科科技","公用事业",,,,"缺失","False",,,,,,"missing"
"601801.SH","601801","皖新传媒","传媒",,,,"缺失","False",,,,,,"missing"
"601858.SH","601858","中国科传","传媒",,,,"缺失","False",,,,,,"missing"
"601860.SH","601860","紫金银行","银行",,,,"缺失","False",,,,,,"missing"
"601882.SH","601882","海天精工","机械设备",,,,"缺失","False",,,,,,"missing"
"601890.SH","601890","亚星锚链","国防军工",,,,"缺失","False",,,,,,"missing"
"601900.SH","601900","南方传媒","传媒",,,,"缺失","False",,,,,,"missing"
"601908.SH","601908","京运通","公用事业",,,,"缺失","False",,,,,,"missing"
"601918.SH","601918","新集能源","煤炭",,,,"缺失","False",,,,,,"missing"
"601921.SH","601921","浙版传媒","传媒",,,,"缺失","False",,,,,,"missing"
"601949.SH","601949","中国出版","传媒",,,,"缺失","False",,,,,,"missing"
"601952.SH","601952","苏垦农发","农林牧渔",,,,"缺失","False",,,,,,"missing"
"601963.SH","601963","重庆银行","银行",,,,"缺失","False",,,,,,"missing"
"601965.SH","601965","中国汽研","汽车",,,,"缺失","False",,,,,,"missing"
"601969.SH","601969","海南矿业","钢铁",,,,"缺失","False",,,,,,"missing"
"601975.SH","601975","招商南油","交通运输",,,,"缺失","False",,,,,,"missing"
"603005.SH","603005","晶方科技","电子",,,,"缺失","False",,,,,,"missing"
"603009.SH","603009","北特科技","汽车",,,,"缺失","False",,,,,,"missing"
"603013.SH","603013","亚普股份","汽车",,,,"缺失","False",,,,,,"missing"
"603014.SH","603014","威高血净","未映射",,,,"缺失","False",,,,,,"missing"
"603025.SH","603025","大豪科技","机械设备",,,,"缺失","False",,,,,,"missing"
"603026.SH","603026","石大胜华","电力设备",,,,"缺失","False",,,,,,"missing"
"603027.SH","603027","千禾味业","食品饮料",,,,"缺失","False",,,,,,"missing"
"603033.SH","603033","三维股份","基础化工",,,,"缺失","False",,,,,,"missing"
"603039.SH","603039","泛微网络","计算机",,,,"缺失","False",,,,,,"missing"
"603043.SH","603043","广州酒家","食品饮料",,,,"缺失","False",,,,,,"missing"
"603055.SH","603055","台华新材","未映射",,,,"缺失","False",,,,,,"missing"
"603057.SH","603057","紫燕食品","食品饮料",,,,"缺失","False",,,,,,"missing"
"603063.SH","603063","禾望电气","电力设备",,,,"缺失","False",,,,,,"missing"
"603072.SH","603072","天和磁材","有色金属",,,,"缺失","False",,,,,,"missing"
"603083.SH","603083","剑桥科技","通信","0",,,"低","False","83",,,,,"ok"
"603093.SH","603093","南华期货","非银金融",,,,"缺失","False",,,,,,"missing"
"603099.SH","603099","长白山","社会服务",,,,"缺失","False",,,,,,"missing"
"603100.SH","603100","川仪股份","机械设备",,,,"缺失","False",,,,,,"missing"
"603103.SH","603103","横店影视","传媒",,,,"缺失","False",,,,,,"missing"
"603108.SH","603108","润达医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"603118.SH","603118","共进股份","通信",,,,"缺失","False",,,,,,"missing"
"603124.SH","603124","江南新材","未映射",,,,"缺失","False",,,,,,"missing"
"603127.SH","603127","昭衍新药","医药生物","1",,,"高","True","5",,"40",,,"ok"
"603132.SH","603132","金徽股份","有色金属",,,,"缺失","False",,,,,,"missing"
"603162.SH","603162","海通发展","交通运输",,,,"缺失","False",,,,,,"missing"
"603166.SH","603166","福达股份","汽车",,,,"缺失","False",,,,,,"missing"
"603169.SH","603169","兰石重装","机械设备",,,,"缺失","False",,,,,,"missing"
"603171.SH","603171","税友股份","计算机",,,,"缺失","False",,,,,,"missing"
"603193.SH","603193","润本股份","美容护理","0",,,"低","False",,"2179",,,,"ok"
"603194.SH","603194","中力股份","未映射",,,,"缺失","False",,,,,,"missing"
"603202.SH","603202","天有为","汽车",,,,"缺失","False",,,,,,"missing"
"603218.SH","603218","日月股份","电力设备",,,,"缺失","False",,,,,,"missing"
"603219.SH","603219","富佳股份","未映射",,,,"缺失","False",,,,,,"missing"
"603220.SH","603220","中贝通信","通信",,,,"缺失","False",,,,,,"missing"
"603227.SH","603227","雪峰科技","基础化工",,,,"缺失","False",,,,,,"missing"
"603236.SH","603236","移远通信","通信",,,,"缺失","False",,,,,,"missing"
"603248.SH","603248","锡华科技","电力设备",,,,"缺失","False",,,,,,"missing"
"603267.SH","603267","鸿远电子","国防军工",,,,"缺失","False",,,,,,"missing"
"603279.SH","603279","景津装备","机械设备",,,,"缺失","False",,,,,,"missing"
"603283.SH","603283","赛腾股份","机械设备",,,,"缺失","False",,,,,,"missing"
"603297.SH","603297","永新光学","电子",,,,"缺失","False",,,,,,"missing"
"603299.SH","603299","苏盐井神","基础化工",,,,"缺失","False",,,,,,"missing"
"603300.SH","603300","海南华铁","非银金融",,,,"缺失","False",,,,,,"missing"
"603301.SH","603301","振德医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"603305.SH","603305","旭升集团","汽车",,,,"缺失","False",,,,,,"missing"
"603306.SH","603306","华懋科技","汽车",,,,"缺失","False",,,,,,"missing"
"603317.SH","603317","天味食品","食品饮料",,,,"缺失","False",,,,,,"missing"
"603319.SH","603319","美湖股份","汽车",,,,"缺失","False",,,,,,"missing"
"603323.SH","603323","苏农银行","银行",,,,"缺失","False",,,,,,"missing"
"603327.SH","603327","福蓉科技","电子",,,,"缺失","False",,,,,,"missing"
"603328.SH","603328","依顿电子","电子",,,,"缺失","False",,,,,,"missing"
"603337.SH","603337","杰克科技","机械设备",,,,"缺失","False",,,,,,"missing"
"603355.SH","603355","莱克电气","家用电器",,,,"缺失","False",,,,,,"missing"
"603358.SH","603358","华达科技","汽车",,,,"缺失","False",,,,,,"missing"
"603360.SH","603360","百傲化学","基础化工",,,,"缺失","False",,,,,,"missing"
"603376.SH","603376","大明电子","汽车",,,,"缺失","False",,,,,,"missing"
"603393.SH","603393","新天然气","公用事业",,,,"缺失","False",,,,,,"missing"
"603395.SH","603395","红四方","基础化工",,,,"缺失","False",,,,,,"missing"
"603402.SH","603402","陕西旅游","社会服务",,,,"缺失","False",,,,,,"missing"
"603406.SH","603406","天富龙","基础化工",,,,"缺失","False",,,,,,"missing"
"603418.SH","603418","友升股份","未映射",,,,"缺失","False",,,,,,"missing"
"603456.SH","603456","九洲药业","医药生物",,,,"缺失","False",,,,,,"missing"
"603477.SH","603477","巨星农牧","农林牧渔",,,,"缺失","False",,,,,,"missing"
"603496.SH","603496","恒为科技","计算机","0",,,"低","False",,,,,"84","ok"
"603505.SH","603505","金石资源","基础化工",,,,"缺失","False",,,,,,"missing"
"603508.SH","603508","思维列控","计算机",,,,"缺失","False",,,,,,"missing"
"603516.SH","603516","淳中科技","计算机","1",,,"高","True",,,,"46",,"ok"
"603530.SH","603530","神马电力","电力设备",,,,"缺失","False",,,,,,"missing"
"603533.SH","603533","掌阅科技","传媒",,,,"缺失","False",,,,,,"missing"
"603556.SH","603556","海兴电力","电力设备",,,,"缺失","False",,,,,,"missing"
"603567.SH","603567","珍宝岛","医药生物",,,,"缺失","False",,,,,,"missing"
"603583.SH","603583","捷昌驱动","机械设备",,,,"缺失","False",,,,,,"missing"
"603588.SH","603588","高能环境","环保",,,,"缺失","False",,,,,,"missing"
"603599.SH","603599","广信股份","基础化工",,,,"缺失","False",,,,,,"missing"
"603612.SH","603612","索通发展","基础化工",,,,"缺失","False",,,,,,"missing"
"603613.SH","603613","国联股份","商贸零售",,,,"缺失","False",,,,,,"missing"
"603619.SH","603619","中曼石油","未映射",,,,"缺失","False",,,,,,"missing"
"603638.SH","603638","艾迪精密","机械设备",,,,"缺失","False",,,,,,"missing"
"603662.SH","603662","柯力传感","机械设备",,,,"缺失","False",,,,,,"missing"
"603663.SH","603663","三祥新材","基础化工",,,,"缺失","False",,,,,,"missing"
"603667.SH","603667","五洲新春","机械设备",,,,"缺失","False",,,,,,"missing"
"603678.SH","603678","火炬电子","国防军工",,,,"缺失","False",,,,,,"missing"
"603690.SH","603690","至纯科技","电子",,,,"缺失","False",,,,,,"missing"
"603693.SH","603693","江苏新能","公用事业",,,,"缺失","False",,,,,,"missing"
"603698.SH","603698","航天工程","未映射",,,,"缺失","False",,,,,,"missing"
"603707.SH","603707","健友股份","医药生物","1",,,"高","True",,,,,"41","ok"
"603713.SH","603713","密尔克卫","未映射",,,,"缺失","False",,,,,,"missing"
"603730.SH","603730","岱美股份","汽车",,,,"缺失","False",,,,,,"missing"
"603733.SH","603733","仙鹤股份","轻工制造",,,,"缺失","False",,,,,,"missing"
"603809.SH","603809","豪能股份","未映射",,,,"缺失","False",,,,,,"missing"
"603826.SH","603826","坤彩科技","基础化工",,,,"缺失","False",,,,,,"missing"
"603866.SH","603866","桃李面包","未映射",,,,"缺失","False",,,,,,"missing"
"603871.SH","603871","嘉友国际","交通运输",,,,"缺失","False",,,,,,"missing"
"603876.SH","603876","鼎胜新材","有色金属",,,,"缺失","False",,,,,,"missing"
"603881.SH","603881","数据港","通信",,,,"缺失","False",,,,,,"missing"
"603883.SH","603883","老百姓","医药生物",,,,"缺失","False",,,,,,"missing"
"603887.SH","603887","城地香江","计算机",,,,"缺失","False",,,,,,"missing"
"603888.SH","603888","新华网","传媒",,,,"缺失","False",,,,,,"missing"
"603915.SH","603915","国茂股份","机械设备",,,,"缺失","False",,,,,,"missing"
"603919.SH","603919","金徽酒","未映射",,,,"缺失","False",,,,,,"missing"
"603927.SH","603927","中科软","计算机",,,,"缺失","False",,,,,,"missing"
"603929.SH","603929","亚翔集成","建筑装饰",,,,"缺失","False",,,,,,"missing"
"603950.SH","603950","长源东谷","未映射",,,,"缺失","False",,,,,,"missing"
"603983.SH","603983","丸美生物","美容护理",,,,"缺失","False",,,,,,"missing"
"603992.SH","603992","松霖科技","未映射",,,,"缺失","False",,,,,,"missing"
"603997.SH","603997","继峰股份","汽车",,,,"缺失","False",,,,,,"missing"
"605011.SH","605011","杭州热电","未映射",,,,"缺失","False",,,,,,"missing"
"605020.SH","605020","永和股份","未映射",,,,"缺失","False",,,,,,"missing"
"605090.SH","605090","九丰能源","公用事业","0",,,"低","False","68",,"59",,,"ok"
"605099.SH","605099","共创草坪","轻工制造",,,,"缺失","False",,,,,,"missing"
"605111.SH","605111","新洁能","电子",,,,"缺失","False",,,,,,"missing"
"605116.SH","605116","奥锐特","医药生物",,,,"缺失","False",,,,,,"missing"
"605118.SH","605118","力鼎光电","计算机",,,,"缺失","False",,,,,,"missing"
"605123.SH","605123","派克新材","国防军工",,,,"缺失","False",,,,,,"missing"
"605196.SH","605196","华通线缆","电力设备",,,,"缺失","False",,,,,,"missing"
"605198.SH","605198","安德利","农林牧渔",,,,"缺失","False",,,,,,"missing"
"605296.SH","605296","神农集团","农林牧渔",,,,"缺失","False",,,,,,"missing"
"605333.SH","605333","沪光股份","汽车",,,,"缺失","False",,,,,,"missing"
"605376.SH","605376","博迁新材","有色金属",,,,"缺失","False",,,,,,"missing"
"605507.SH","605507","国邦医药","未映射",,,,"缺失","False",,,,,,"missing"
"605555.SH","605555","德昌股份","家用电器",,,,"缺失","False",,,,,,"missing"
"605599.SH","605599","菜百股份","纺织服饰",,,,"缺失","False",,,,,,"missing"
"688001.SH","688001","华兴源创","机械设备",,,,"缺失","False",,,,,,"missing"
"688003.SH","688003","天准科技","机械设备",,,,"缺失","False",,,,,,"missing"
"688005.SH","688005","容百科技","电力设备",,,,"缺失","False",,,,,,"missing"
"688006.SH","688006","杭可科技","未映射",,,,"缺失","False",,,,,,"missing"
"688016.SH","688016","心脉医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"688025.SH","688025","杰普特","机械设备",,,,"缺失","False",,,,,,"missing"
"688029.SH","688029","南微医学","医药生物",,,,"缺失","False",,,,,,"missing"
"688031.SH","688031","星环科技","未映射",,,,"缺失","False",,,,,,"missing"
"688032.SH","688032","禾迈股份","电力设备",,,,"缺失","False",,,,,,"missing"
"688048.SH","688048","长光华芯","电子",,,,"缺失","False",,,,,,"missing"
"688050.SH","688050","爱博医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"688062.SH","688062","迈威生物","未映射",,,,"缺失","False",,,,,,"missing"
"688063.SH","688063","派能科技","未映射",,,,"缺失","False",,,,,,"missing"
"688068.SH","688068","热景生物","医药生物",,,,"缺失","False",,,,,,"missing"
"688083.SH","688083","中望软件","未映射",,,,"缺失","False",,,,,,"missing"
"688088.SH","688088","虹软科技","计算机",,,,"缺失","False",,,,,,"missing"
"688091.SH","688091","上海谊众","医药生物","0",,,"低","False",,"1816",,,,"ok"
"688097.SH","688097","博众精工","机械设备",,,,"缺失","False",,,,,,"missing"
"688100.SH","688100","威胜信息","通信",,,,"缺失","False",,,,,,"missing"
"688102.SH","688102","斯瑞新材","有色金属",,,,"缺失","False",,,,,,"missing"
"688106.SH","688106","金宏气体","电子",,,,"缺失","False",,,,,,"missing"
"688107.SH","688107","安路科技","电子",,,,"缺失","False",,,,,,"missing"
"688110.SH","688110","东芯股份","电子","0",,,"低","False",,,,"52",,"ok"
"688116.SH","688116","天奈科技","电力设备",,,,"缺失","False",,,,,,"missing"
"688123.SH","688123","聚辰股份","电子",,,,"缺失","False",,,,,,"missing"
"688127.SH","688127","蓝特光学","电子",,,,"缺失","False",,,,,,"missing"
"688128.SH","688128","中国电研","机械设备",,,,"缺失","False",,,,,,"missing"
"688131.SH","688131","皓元医药","医药生物",,,,"缺失","False",,,,,,"missing"
"688139.SH","688139","海尔生物","医药生物","0",,,"低","False",,"2170",,,,"ok"
"688141.SH","688141","杰华特","电子",,,,"缺失","False",,,,,,"missing"
"688146.SH","688146","中船特气","电子","0",,,"低","False",,,"78",,,"ok"
"688147.SH","688147","微导纳米","电力设备","0",,,"低","False",,,,,"64","ok"
"688150.SH","688150","莱特光电","电子",,,,"缺失","False",,,,,,"missing"
"688153.SH","688153","唯捷创芯","电子",,,,"缺失","False",,,,,,"missing"
"688158.SH","688158","优刻得","未映射",,,,"缺失","False",,,,,,"missing"
"688165.SH","688165","埃夫特","未映射",,,,"缺失","False",,,,,,"missing"
"688167.SH","688167","炬光科技","电子",,,,"缺失","False",,,,,,"missing"
"688177.SH","688177","百奥泰","医药生物",,,,"缺失","False",,,,,,"missing"
"688182.SH","688182","灿勤科技","通信",,,,"缺失","False",,,,,,"missing"
"688190.SH","688190","云路股份","有色金属",,,,"缺失","False",,,,,,"missing"
"688195.SH","688195","腾景科技","未映射",,,,"缺失","False",,,,,,"missing"
"688205.SH","688205","德科立","通信",,,,"缺失","False",,,,,,"missing"
"688206.SH","688206","概伦电子","计算机",,,,"缺失","False",,,,,,"missing"
"688208.SH","688208","道通科技","计算机",,,,"缺失","False",,,,,,"missing"
"688232.SH","688232","新点软件","计算机",,,,"缺失","False",,,,,,"missing"
"688252.SH","688252","天德钰","电子",,,,"缺失","False",,,,,,"missing"
"688262.SH","688262","国芯科技","电子",,,,"缺失","False",,,,,,"missing"
"688279.SH","688279","峰岹科技","电子",,,,"缺失","False",,,,,,"missing"
"688289.SH","688289","圣湘生物","医药生物",,,,"缺失","False",,,,,,"missing"
"688300.SH","688300","联瑞新材","基础化工",,,,"缺失","False",,,,,,"missing"
"688306.SH","688306","均普智能","机械设备",,,,"缺失","False",,,,,,"missing"
"688321.SH","688321","微芯生物","医药生物",,,,"缺失","False",,,,,,"missing"
"688326.SH","688326","经纬恒润","未映射",,,,"缺失","False",,,,,,"missing"
"688327.SH","688327","云从科技","未映射",,,,"缺失","False",,,,,,"missing"
"688332.SH","688332","中科蓝讯","电子",,,,"缺失","False",,,,,,"missing"
"688333.SH","688333","铂力特","机械设备",,,,"缺失","False",,,,,,"missing"
"688351.SH","688351","微电生理","医药生物",,,,"缺失","False",,,,,,"missing"
"688352.SH","688352","颀中科技","电子",,,,"缺失","False",,,,,,"missing"
"688353.SH","688353","华盛锂电","电力设备",,,,"缺失","False",,,,,,"missing"
"688362.SH","688362","甬矽电子","电子","0",,,"低","False",,,,,"52","ok"
"688368.SH","688368","晶丰明源","电子",,,,"缺失","False",,,,,,"missing"
"688372.SH","688372","伟测科技","电子",,,,"缺失","False",,,,,,"missing"
"688380.SH","688380","中微半导","电子",,,,"缺失","False",,,,,,"missing"
"688382.SH","688382","益方生物","未映射",,,,"缺失","False",,,,,,"missing"
"688388.SH","688388","嘉元科技","电力设备",,,,"缺失","False",,,,,,"missing"
"688390.SH","688390","固德威","电力设备",,,,"缺失","False",,,,,,"missing"
"688392.SH","688392","骄成超声","电力设备",,,,"缺失","False",,,,,,"missing"
"688400.SH","688400","凌云光","机械设备",,,,"缺失","False",,,,,,"missing"
"688403.SH","688403","汇成股份","电子",,,,"缺失","False",,,,,,"missing"
"688408.SH","688408","中信博","电力设备",,,,"缺失","False",,,,,,"missing"
"688409.SH","688409","富创精密","电子",,,,"缺失","False",,,,,,"missing"
"688432.SH","688432","有研硅","电子",,,,"缺失","False",,,,,,"missing"
"688433.SH","688433","华曙高科","机械设备","0",,,"低","False",,"936",,,,"ok"
"688439.SH","688439","振华风光","国防军工",,,,"缺失","False",,,,,,"missing"
"688443.SH","688443","智翔金泰","未映射",,,,"缺失","False",,,,,,"missing"
"688449.SH","688449","联芸科技","电子",,,,"缺失","False",,,,,,"missing"
"688484.SH","688484","南芯科技","电子",,,,"缺失","False",,,,,,"missing"
"688486.SH","688486","龙迅股份","电子",,,,"缺失","False",,,,,,"missing"
"688502.SH","688502","茂莱光学","电子",,,,"缺失","False",,,,,,"missing"
"688503.SH","688503","聚和材料","电力设备",,,,"缺失","False",,,,,,"missing"
"688515.SH","688515","裕太微","未映射",,,,"缺失","False",,,,,,"missing"
"688516.SH","688516","奥特维","电力设备",,,,"缺失","False",,,,,,"missing"
"688519.SH","688519","南亚新材","电子",,,,"缺失","False",,,,,,"missing"
"688522.SH","688522","纳睿雷达","国防军工",,,,"缺失","False",,,,,,"missing"
"688523.SH","688523","航天环宇","国防军工",,,,"缺失","False",,,,,,"missing"
"688531.SH","688531","日联科技","机械设备",,,,"缺失","False",,,,,,"missing"
"688536.SH","688536","思瑞浦","电子",,,,"缺失","False",,,,,,"missing"
"688543.SH","688543","国科军工","国防军工",,,,"缺失","False",,,,,,"missing"
"688545.SH","688545","兴福电子","电子",,,,"缺失","False",,,,,,"missing"
"688548.SH","688548","广钢气体","电子",,,,"缺失","False",,,,,,"missing"
"688549.SH","688549","中巨芯","未映射",,,,"缺失","False",,,,,,"missing"
"688552.SH","688552","航天南湖","国防军工",,,,"缺失","False",,,,,,"missing"
"688559.SH","688559","海目星","机械设备",,,,"缺失","False",,,,,,"missing"
"688567.SH","688567","孚能科技","电力设备",,,,"缺失","False",,,,,,"missing"
"688584.SH","688584","上海合晶","电子",,,,"缺失","False",,,,,,"missing"
"688586.SH","688586","江航装备","国防军工",,,,"缺失","False",,,,,,"missing"
"688591.SH","688591","泰凌微","电子",,,,"缺失","False",,,,,,"missing"
"688593.SH","688593","新相微","电子",,,,"缺失","False",,,,,,"missing"
"688596.SH","688596","正帆科技","未映射",,,,"缺失","False",,,,,,"missing"
"688605.SH","688605","先锋精科","电子",,,,"缺失","False",,,,,,"missing"
"688612.SH","688612","威迈斯","汽车",,,,"缺失","False",,,,,,"missing"
"688627.SH","688627","精智达","机械设备",,,,"缺失","False",,,,,,"missing"
"688630.SH","688630","芯碁微装","机械设备",,,,"缺失","False",,,,,,"missing"
"688631.SH","688631","莱斯信息","计算机",,,,"缺失","False",,,,,,"missing"
"688639.SH","688639","华恒生物","基础化工","0",,,"低","False",,"1592",,,,"ok"
"688652.SH","688652","京仪装备","电子",,,,"缺失","False",,,,,,"missing"
"688658.SH","688658","悦康药业","医药生物","0",,,"低","False",,"1557",,,,"ok"
"688660.SH","688660","电气风电","电力设备",,,,"缺失","False",,,,,,"missing"
"688668.SH","688668","鼎通科技","通信",,,,"缺失","False",,,,,,"missing"
"688686.SH","688686","奥普特","机械设备",,,,"缺失","False",,,,,,"missing"
"688690.SH","688690","纳微科技","未映射",,,,"缺失","False",,,,,,"missing"
"688691.SH","688691","灿芯股份","电子","1",,,"高","True",,,,,"12","ok"
"688698.SH","688698","伟创电气","机械设备",,,,"缺失","False",,,,,,"missing"
"688700.SH","688700","东威科技","机械设备",,,,"缺失","False",,,,,,"missing"
"688717.SH","688717","艾罗能源","电力设备",,,,"缺失","False",,,,,,"missing"
"688726.SH","688726","拉普拉斯","电力设备",,,,"缺失","False",,,,,,"missing"
"688766.SH","688766","普冉股份","电子",,,,"缺失","False",,,,,,"missing"
"688776.SH","688776","国光电气","国防军工",,,,"缺失","False",,,,,,"missing"
"688779.SH","688779","五矿新能","电力设备",,,,"缺失","False",,,,,,"missing"
"688789.SH","688789","宏华数科","机械设备",,,,"缺失","False",,,,,,"missing"
"688798.SH","688798","艾为电子","电子",,,,"缺失","False",,,,,,"missing"
"688800.SH","688800","瑞可达","电子",,,,"缺失","False",,,,,,"missing"
