"snapshot_time","symbol","stock_code","component_name","sw_level1_name","close","change_rate","return_5m","turnover_delta_5m","resonance_score_5m","risk_score_5m","composite_score","valuation_bucket","market_cap_bucket","fundamental_quality_flag","fundamental_score","has_recent_contract","has_near_unlock","unlock_risk_level","event_catalyst_score","event_tags","news_count_3d","news_count_15d","matched_topics","sentiment_rule","novelty_flag","news_catalyst_score","attention_rank_score","comment_score","focus_score","attention_bucket","attention_catalyst_flag","explain_score","explain_label","explain_confidence"
"2026-07-16 15:00:00.255","001369.SZ","001369","双欣材料","基础化工","11.77","0.000850340136054422","0.00170212765957443","1674284.69","0.0243930164741317","0","0.626378285879318","中性","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","001382.SZ","001382","新亚电缆","电力设备","15.43","0.00849673202614379","0.00129785853341983","925292","0.017829806259694","0","0.641337757255428","中性","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","001896.SZ","001896","豫能控股","公用事业","13.5","-0.096989966555184","-0.00515843773028742","68547536.4099998","-0.0930738881910922","0.0930738881910922","-4.93805547002628","中性","大","中性","0.5","False","False","无",,"","1","1","","中性","True","0.6",,,,"低","False","1.1","暂无解释","中"
"2026-07-16 15:00:00.255","001914.SZ","001914","招商积余","房地产","9.06","0.0134228187919463","-0.00220264317180612","1360818","-0.0311092451152887","0.0311092451152887","-2.00944031600262","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002003.SZ","002003","伟星股份","纺织服饰","9.29","0.018640350877193","0","1473078","0","0","0.475371259201023","低估值","大","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002004.SZ","002004","华邦健康","医药生物","4.42","-0.00225733634311512","-0.00225733634311508","1514157","-0.0321227315278719","0.0321227315278719","-2.50603259771991","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002006.SZ","002006","精工科技","机械设备","13.97","0.0115858073859522","0.0014336917562725","2474364","0.0211060850973631","0","0.876134861357482","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002010.SZ","002010","传化智联","交通运输","4.64","0.00215982721382289","0.00215982721382285","2114564","0.0314565003791568","0","0.861155213137288","低估值","大","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002011.SZ","002011","盾安环境","家用电器","10.18","-0.00391389432485323","0.00295566502463048","2115016","0.0430480002214432","0","0.988320311565071","低估值","大","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002015.SZ","002015","协鑫能科","公用事业","13.57","-0.0300214438884918","0","11418997","0","0","-0.249331415258884","中性","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002017.SZ","002017","东信和平","通信","12.97","0","0","2857026","0","0","0.0439826224482054","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002019.SZ","002019","亿帆医药","医药生物","10.95","0.0468451242829828","-0.00091240875912423","18635365.61","-0.0152742443101279","0.0152742443101279","1.26657190290132","中性","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002020.SZ","002020","京新药业","医药生物","14.87","-0.0287393860222077","-0.000672043010752793","7936357.94","-0.0106767238953368","0.0106767238953368","-1.20363976479326","低估值","大","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002023.SZ","002023","海特高新","国防军工","9.61","-0.0292929292929293","-0.00207684319833867","5570690","-0.0322596670024105","0.0322596670024105","-2.94126252016608","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002036.SZ","002036","联创电子","电子","6.2","0.0163934426229508","0","3572318","0","0","0.545871658881844","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002041.SZ","002041","登海种业","农林牧渔","8.54","-0.00928074245939675","-0.00116959064327504","2688132","-0.0173150379632399","0.0173150379632399","-1.50237898727462","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002043.SZ","002043","兔宝宝","建筑材料","11.92","0.0465320456540825","0.00168067226890753","1529856","0.0239339240755428","0","1.88143655184225","低估值","中","稳健","1.5","False","False","无",,"",,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002045.SZ","002045","国光电器","电子","8.34","0.100263852242744","0","1856484","0","0","2.77283008555167","高估值","中","中性","-0.5","False","False","无",,"",,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002046.SZ","002046","国机精工","机械设备","54.8","-0.0452961672473868","0.00127900602959986","11383028","0.0207808220061649","0","-0.20083590153149","高估值","大","风险","-1.5",,,,,,,,,,,,,,,"缺失","False","-1.5","暂无解释","低"
"2026-07-16 15:00:00.255","002048.SZ","002048","宁波华翔","汽车","21.15","-0.0130657956136258","0.00142045454545443","4871866.48000002","0.0218735623404436","0","0.336660485780741","中性","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002051.SZ","002051","中工国际","建筑装饰","8.46","-0.00353356890459364","0.00118343195266291","5216273","0.0183044898365517","0","0.535716637875512","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002053.SZ","002053","云南能投","公用事业","9.54","0.0159744408945687","0.00210084033613441","3099702","0.03140087575297","0","1.28637144942617","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002060.SZ","002060","广东建工","公用事业","3.26","0","0","1041802","0","0","-0.071088148050552","低估值","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002061.SZ","002061","浙江交科","建筑装饰","3.6","0","-0.00277008310249302","1035865","-0.0383677239606823","0.0383677239606823","-2.96797695371495","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002063.SZ","002063","远光软件","计算机","5.28","0.00763358778625954","0","2684568","0","0","0.245639910679209","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002073.SZ","002073","软控股份","机械设备","5.41","0.00557620817843866","-0.00368324125230195","1486485","-0.0523459502883221","0.0523459502883221","-3.80362560627264","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002075.SZ","002075","沙钢股份","钢铁","3.53","0.00857142857142857","0.00284090909090903","1745080","0.0408304304854522","0","1.26985342163498","中性","中","中性","0.5","False","False","无",,"",,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002077.SZ","002077","大港股份","电子","14.74","-0.0804741110417966","0.00272108843537421","11339008","0.0442007060208839","0","-0.64642843292258","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002081.SZ","002081","金螳螂","建筑装饰","3.79","-0.0282051282051282","0.00264550264550271","7585029","0.0419092252008783","0","0.543111439080701","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002091.SZ","002091","江苏国泰","商贸零售","7.45","0.00134408602150538","-0.00134048257372651","1398315","-0.0189688729402534","0.0189688729402534","-1.43227188257123","低估值","大","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002093.SZ","002093","国脉科技","社会服务","6.49","0.0268987341772152","0.00154320987654318","3230929","0.0231300626226118","0","1.39132157594435","高估值","中","中性","-0.5","False","False","无",,"",,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002096.SZ","002096","易普力","基础化工","9.17","-0.00757575757575758","-0.00108932461873636","875401","-0.0149046170897668","0.0149046170897668","-1.42274516389494","低估值","大","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002097.SZ","002097","山河智能","机械设备","6.97","0.00287769784172662","-0.00286123032904155","2243194","-0.0418409492041821","0.0418409492041821","-3.01408287746703","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002099.SZ","002099","海翔药业","医药生物","5.38","0.0208728652751423","0.00186219739292361","3818237","0.0282221594369207","0","1.37949317146582","高估值","中","风险","-1.5",,,,,,,,,,,,,,,"缺失","False","-1.5","暂无解释","低"
"2026-07-16 15:00:00.255","002100.SZ","002100","天康生物","农林牧渔","7.19","0.0763473053892216","0.00139275766016723","9143271.66000003","0.0223238564602013","0","3.0872107543107","高估值","中","中性","-0.5","False","False","无",,"",,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002101.SZ","002101","广东鸿图","汽车","9.33","0.019672131147541","0.00107296137339053","2762941","0.0159139555922845","0","0.985328960746286","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002104.SZ","002104","恒宝股份","通信","9.57","0.00525210084033613","0.00104602510460249","6299103","0.0163764832207371","0","0.797878184752418","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002110.SZ","002110","三钢闽光","钢铁","3.03","0.00664451827242525","0","985623","0","0","0.110395452461061","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002121.SZ","002121","科陆电子","电力设备","4.87","-0.0101626016260163","-0.00408997955010216","4841970.25","-0.0629563700565771","0.0629563700565771","-4.69647525948262","高估值","中","风险","-1.5",,,,,,,,,,,,,,,"缺失","False","-1.5","暂无解释","低"
"2026-07-16 15:00:00.255","002123.SZ","002123","梦网科技","通信","7.68","-0.0996483001172333","0","963840","0","0","-2.85116152075778","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002125.SZ","002125","湘潭电化","电力设备","11.77","0","0","7093749","0","0","0.312557178535943","中性","中","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002127.SZ","002127","南极电商","商贸零售","3.23","0.0986394557823129","0","1146650","0","0","2.68259401732425","高估值","中","中性","-0.5","False","False","无",,"",,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002139.SZ","002139","拓邦股份","电子","10","0.0183299389002037","0.00100100100100098","3901130.20000002","0.0151919690894143","0","0.99331168515633","中性","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002145.SZ","002145","钛能化学","基础化工","4.44","-0.00448430493273543","0.00225733634311528","2703085","0.0334309359847712","0","0.749730611817378","中性","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002149.SZ","002149","西部材料","有色金属","36.22","-0.0475940047331054","0.00165929203539829","28868180.55","0.0285037343398103","0","0.985168624745159","高估值","大","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002151.SZ","002151","北斗星通","国防军工","28.68","-0.0251529571719918","-0.000348553502962759","11759462","-0.00567450987665716","0.00567450987665716","-0.497792693447675","高估值","大","中性","-0.5",,,,,,,,,,,,"1",,,"高","True","0.5","关注度驱动","中"
"2026-07-16 15:00:00.255","002158.SZ","002158","汉钟精机","机械设备","29.86","-0.0604153555695406","0.00369747899159662","6668905","0.0580983631095567","0","-0.0203507237019762","中性","大","中性","0.5",,,,,,,,,,,,,,,"缺失","False","0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002163.SZ","002163","海南发展","建筑装饰","7.9","-0.00126422250316056","0.00126742712294052","3730330","0.0191787167650573","0","0.535990116863942","高估值","中","风险","-1.5",,,,,,,,,,,,,,,"缺失","False","-1.5","暂无解释","低"
"2026-07-16 15:00:00.255","002170.SZ","002170","芭田股份","基础化工","10.58","-0.0239852398523985","0","1439497","0","0","-0.713848575365973","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002171.SZ","002171","楚江新材","有色金属","10.01","-0.0309777347531462","0","11945305.09","0","0","-0.242599657367312","中性","大","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002174.SZ","002174","游族网络","传媒","12.43","-0.0087719298245614","0.00485044462409058","14802017","0.0800821701574333","0","2.36269637345792","高估值","大","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002176.SZ","002176","江特电机","电力设备","8.01","-0.0123304562268804","0.00124999999999997","6999031","0.0197016030146783","0","0.42852537679612","高估值","大","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002181.SZ","002181","粤传媒","传媒","8.53","0.00352941176470588","0.00235017626321969","8489636","0.0374955506490937","0","1.3742916842799","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002182.SZ","002182","宝武镁业","有色金属","11.6","-0.0317195325542571","-0.000861326442721773","6321220","-0.0134878750591432","0.0134878750591432","-1.59615329971607","高估值","大","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002183.SZ","002183","怡亚通","商贸零售","4.68","0.0107991360691145","0.00214132762312629","5793097","0.0333451344045056","0","1.32805602698122","高估值","大","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002192.SZ","002192","融捷股份","有色金属","66.99","0.00858175248419151","0.0043478260869564","35795471.6999998","0.0756231825325206","0","3.98968016325128","中性","大","中性","0.5",,,,,,,,,,,,"1",,,"高","True","1.5","关注度驱动","中"
"2026-07-16 15:00:00.255","002194.SZ","002194","武汉凡谷","通信","8.48","0.00832342449464923","0.00118063754427388","2403681","0.0173465316249741","0","0.686588791974658","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002204.SZ","002204","大连重工","机械设备","5.19","0","-0.00192307692307688","2200742","-0.0280852030549691","0.0280852030549691","-2.07891831275372","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002212.SZ","002212","天融信","计算机","5.57","0.0145719489981785","-0.00179211469534046","3221258","-0.0268553455822418","0.0268553455822418","-1.49986243762378","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
"2026-07-16 15:00:00.255","002215.SZ","002215","诺普信","农林牧渔","9.09","0.0122494432071269","0.00220507166482906","4465253","0.0337636971501048","0","1.30800273064026","低估值","中","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002216.SZ","002216","三全食品","食品饮料","12.95","-0.00231124807395994","0.000772797527047897","1943181","0.0111899825297957","0","0.20939291014808","低估值","大","稳健","1.5",,,,,,,,,,,,,,,"缺失","False","1.5","基本面支撑","低"
"2026-07-16 15:00:00.255","002221.SZ","002221","东华能源","石油石化","5.44","0","0","2041959","0","0","-0.00768614553751473","高估值","中","中性","-0.5",,,,,,,,,,,,,,,"缺失","False","-0.5","暂无解释","低"
