"symbol","stock_code","component_name","sw_level1_name","pe_ttm","pb_mrq","ps_ttm","pcf_ocf_ttm","total_market_cap","notlimited_marketcap_a","valuation_bucket","market_cap_bucket","fundamental_quality_flag","fundamental_score","data_status"
"601801.SH","601801","皖新传媒","传媒","13.7868","0.8506","1.3287","9.4117","10337876931.36","10337876931.36","低估值","中","稳健","1.5","ok"
"601858.SH","601858","中国科传","传媒","29.449","2.5114","4.9014","27.5172","14331765000","14331765000","中性","大","中性","0.5","ok"
"601860.SH","601860","紫金银行","银行","7.6071","0.4656","2.2972","3.1121","9518659064.2","9234176642.6","低估值","中","稳健","1.5","ok"
"601882.SH","601882","海天精工","机械设备","22.48","3.2428","2.8821","25.5736","9923220000","9923220000","中性","中","中性","0.5","ok"
"601890.SH","601890","亚星锚链","国防军工","22.2739","1.9984","3.7811","-44.8538","7780734000","7780734000","低估值","中","中性","0.5","ok"
"601900.SH","601900","南方传媒","传媒","10.1901","1.1413","1.2277","6.5745","10424886511.08","10424886511.08","低估值","中","稳健","1.5","ok"
"601908.SH","601908","京运通","公用事业","-4.5671","0.9491","2.4627","10.1048","7026494325.51","7026494325.51","高估值","中","中性","-0.5","ok"
"601918.SH","601918","新集能源","煤炭","12.288","1.5143","2.0381","8.4944","26449431778","26449431778","低估值","大","稳健","1.5","ok"
"601921.SH","601921","浙版传媒","传媒","12.6105","1.0901","1.53","20.5344","15822222227.76","15822222227.76","低估值","大","稳健","1.5","ok"
"601949.SH","601949","中国出版","传媒","16.6758","0.9645","1.8428","12.7391","9595998992.16","9595998992.16","低估值","中","稳健","1.5","ok"
"601952.SH","601952","苏垦农发","农林牧渔","21.6115","1.5704","1.1089","6.634","11120460000","11120460000","低估值","大","稳健","1.5","ok"
"601963.SH","601963","重庆银行","银行","6.6188","0.659","2.4821","0.7922","38542007298.96","21622017384.74","低估值","大","稳健","1.5","ok"
"601965.SH","601965","中国汽研","汽车","12.0697","1.5835","2.5928","9.3054","12673475611.68","12619848389.28","低估值","大","稳健","1.5","ok"
"601969.SH","601969","海南矿业","钢铁","35.6636","2.4051","3.8034","11.1497","16808794202.97","16706876937.52","中性","大","中性","0.5","ok"
"601975.SH","601975","招商南油","交通运输","11.4865","1.3984","2.7859","8.4025","16755633947.24","16755633947.24","低估值","大","稳健","1.5","ok"
"603005.SH","603005","晶方科技","电子","65.2705","5.1779","15.9055","46.1588","24130353122","24130353122","中性","大","中性","0.5","ok"
"603009.SH","603009","北特科技","汽车","128.2294","7.7131","6.7013","77.5776","15857725730.7","15492362646.6","高估值","大","中性","-0.5","ok"
"603013.SH","603013","亚普股份","汽车","14.7303","1.7834","0.8833","7.6151","8263650110.64","8263650110.64","低估值","中","稳健","1.5","ok"
"603014.SH","603014","威高血净","未映射","28.5095","1.919","3.6854","19.8723","13919565479.12","3381476268.24","中性","大","中性","0.5","ok"
"603025.SH","603025","大豪科技","机械设备","18.4899","4.8621","4.6283","29.1729","14416013119.43","14319446319.43","中性","大","中性","0.5","ok"
"603026.SH","603026","石大胜华","电力设备","45.4847","2.8525","1.9904","-6.6445","14830035622.22","14830035622.22","中性","大","中性","-0.5","ok"
"603027.SH","603027","千禾味业","食品饮料","29.9794","2.8594","3.9264","13.4977","10047076520.6","10047076520.6","中性","中","中性","0.5","ok"
"603033.SH","603033","三维股份","基础化工","-16.3965","3.3758","1.7886","26.29","8527722591.58","8373631518.86","高估值","中","中性","-0.5","ok"
"603039.SH","603039","泛微网络","计算机","29.5032","3.618","4.1814","29.3588","9579883006.44","9579883006.44","中性","中","中性","0.5","ok"
"603043.SH","603043","广州酒家","食品饮料","15.6492","1.9198","1.3999","10.2409","7663782168.7","7598731518.7","低估值","中","稳健","1.5","ok"
"603055.SH","603055","台华新材","未映射","15.5141","1.4358","1.2183","4.8478","7754458492.82","7726213704.82","低估值","中","稳健","1.5","ok"
"603057.SH","603057","紫燕食品","食品饮料","29.1468","4.1579","2.6255","36.1979","8866856400","8800320000","中性","中","中性","0.5","ok"
"603063.SH","603063","禾望电气","电力设备","35.6394","3.2553","4.2821","61.7898","16992283796.74","16922358696.74","中性","大","中性","0.5","ok"
"603072.SH","603072","天和磁材","有色金属","50.017","3.8842","3.5884","60.0835","8660455600","4136557100","中性","中","中性","0.5","ok"
"603083.SH","603083","剑桥科技","通信","218.7133","10.1331","14.6908","-139.8815","76632902621.3","57349940421.3","高估值","大","风险","-1.5","ok"
"603093.SH","603093","南华期货","非银金融","21.5818","2.2691","8.4223","0.5426","13063223103.15","10401623475.65","低估值","大","稳健","1.5","ok"
"603099.SH","603099","长白山","社会服务","75.3511","6.6566","12.2963","54.7283","10025419206.6","10025419206.6","中性","中","中性","0.5","ok"
"603100.SH","603100","川仪股份","机械设备","13.7623","1.8425","1.2959","28.5046","8826578627.2","8798473655.2","低估值","中","稳健","1.5","ok"
"603103.SH","603103","横店影视","传媒","-62.7626","7.0454","5.2748","19.3751","9005640000","9005640000","高估值","中","中性","-0.5","ok"
"603108.SH","603108","润达医疗","医药生物","-10.6348","1.5406","0.8274","9.9962","5665137830.88","5665137830.88","高估值","中","中性","-0.5","ok"
"603118.SH","603118","共进股份","通信","126.7582","1.997","1.0864","35.9357","10132247345.22","10132247345.22","高估值","中","中性","-0.5","ok"
"603124.SH","603124","江南新材","未映射","74.7404","10.1065","1.7356","-18.3287","19487590558.29","10377073985.1","高估值","大","风险","-1.5","ok"
"603127.SH","603127","昭衍新药","医药生物","76.6182","4.433","22.4926","74.8123","37932006896.4","31908469568.68","中性","大","中性","0.5","ok"
"603132.SH","603132","金徽股份","有色金属","22.9319","4.3929","7.849","14.9555","14982960000","14982960000","中性","大","中性","0.5","ok"
"603162.SH","603162","海通发展","交通运输","25.4409","3.3305","3.1045","10.3074","15461914342.2","4741504237.36","中性","大","中性","0.5","ok"
"603166.SH","603166","福达股份","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603169.SH","603169","兰石重装","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603171.SH","603171","税友股份","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"603193.SH","603193","润本股份","美容护理",,,,,,,"缺失","缺失","缺失",,"missing"
"603194.SH","603194","中力股份","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603202.SH","603202","天有为","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603218.SH","603218","日月股份","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603219.SH","603219","富佳股份","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603220.SH","603220","中贝通信","通信",,,,,,,"缺失","缺失","缺失",,"missing"
"603227.SH","603227","雪峰科技","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603236.SH","603236","移远通信","通信",,,,,,,"缺失","缺失","缺失",,"missing"
"603248.SH","603248","锡华科技","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603267.SH","603267","鸿远电子","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"603279.SH","603279","景津装备","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603283.SH","603283","赛腾股份","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603297.SH","603297","永新光学","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"603299.SH","603299","苏盐井神","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603300.SH","603300","海南华铁","非银金融",,,,,,,"缺失","缺失","缺失",,"missing"
"603301.SH","603301","振德医疗","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"603305.SH","603305","旭升集团","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603306.SH","603306","华懋科技","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603317.SH","603317","天味食品","食品饮料",,,,,,,"缺失","缺失","缺失",,"missing"
"603319.SH","603319","美湖股份","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603323.SH","603323","苏农银行","银行",,,,,,,"缺失","缺失","缺失",,"missing"
"603327.SH","603327","福蓉科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"603328.SH","603328","依顿电子","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"603337.SH","603337","杰克科技","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603355.SH","603355","莱克电气","家用电器",,,,,,,"缺失","缺失","缺失",,"missing"
"603358.SH","603358","华达科技","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603360.SH","603360","百傲化学","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603376.SH","603376","大明电子","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603393.SH","603393","新天然气","公用事业",,,,,,,"缺失","缺失","缺失",,"missing"
"603395.SH","603395","红四方","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603402.SH","603402","陕西旅游","社会服务",,,,,,,"缺失","缺失","缺失",,"missing"
"603406.SH","603406","天富龙","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603418.SH","603418","友升股份","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603456.SH","603456","九洲药业","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"603477.SH","603477","巨星农牧","农林牧渔",,,,,,,"缺失","缺失","缺失",,"missing"
"603496.SH","603496","恒为科技","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"603505.SH","603505","金石资源","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603508.SH","603508","思维列控","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"603516.SH","603516","淳中科技","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"603530.SH","603530","神马电力","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603533.SH","603533","掌阅科技","传媒",,,,,,,"缺失","缺失","缺失",,"missing"
"603556.SH","603556","海兴电力","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603567.SH","603567","珍宝岛","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"603583.SH","603583","捷昌驱动","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603588.SH","603588","高能环境","环保",,,,,,,"缺失","缺失","缺失",,"missing"
"603599.SH","603599","广信股份","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603612.SH","603612","索通发展","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603613.SH","603613","国联股份","商贸零售",,,,,,,"缺失","缺失","缺失",,"missing"
"603619.SH","603619","中曼石油","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603638.SH","603638","艾迪精密","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603662.SH","603662","柯力传感","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603663.SH","603663","三祥新材","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603667.SH","603667","五洲新春","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603678.SH","603678","火炬电子","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"603690.SH","603690","至纯科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"603693.SH","603693","江苏新能","公用事业",,,,,,,"缺失","缺失","缺失",,"missing"
"603698.SH","603698","航天工程","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603707.SH","603707","健友股份","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"603713.SH","603713","密尔克卫","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603730.SH","603730","岱美股份","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"603733.SH","603733","仙鹤股份","轻工制造",,,,,,,"缺失","缺失","缺失",,"missing"
"603809.SH","603809","豪能股份","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603826.SH","603826","坤彩科技","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"603866.SH","603866","桃李面包","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603871.SH","603871","嘉友国际","交通运输",,,,,,,"缺失","缺失","缺失",,"missing"
"603876.SH","603876","鼎胜新材","有色金属",,,,,,,"缺失","缺失","缺失",,"missing"
"603881.SH","603881","数据港","通信",,,,,,,"缺失","缺失","缺失",,"missing"
"603883.SH","603883","老百姓","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"603887.SH","603887","城地香江","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"603888.SH","603888","新华网","传媒",,,,,,,"缺失","缺失","缺失",,"missing"
"603915.SH","603915","国茂股份","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"603919.SH","603919","金徽酒","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603927.SH","603927","中科软","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"603929.SH","603929","亚翔集成","建筑装饰",,,,,,,"缺失","缺失","缺失",,"missing"
"603950.SH","603950","长源东谷","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603983.SH","603983","丸美生物","美容护理",,,,,,,"缺失","缺失","缺失",,"missing"
"603992.SH","603992","松霖科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"603997.SH","603997","继峰股份","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"605011.SH","605011","杭州热电","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"605020.SH","605020","永和股份","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"605090.SH","605090","九丰能源","公用事业",,,,,,,"缺失","缺失","缺失",,"missing"
"605099.SH","605099","共创草坪","轻工制造",,,,,,,"缺失","缺失","缺失",,"missing"
"605111.SH","605111","新洁能","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"605116.SH","605116","奥锐特","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"605118.SH","605118","力鼎光电","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"605123.SH","605123","派克新材","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"605196.SH","605196","华通线缆","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"605198.SH","605198","安德利","农林牧渔",,,,,,,"缺失","缺失","缺失",,"missing"
"605296.SH","605296","神农集团","农林牧渔",,,,,,,"缺失","缺失","缺失",,"missing"
"605333.SH","605333","沪光股份","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"605376.SH","605376","博迁新材","有色金属",,,,,,,"缺失","缺失","缺失",,"missing"
"605507.SH","605507","国邦医药","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"605555.SH","605555","德昌股份","家用电器",,,,,,,"缺失","缺失","缺失",,"missing"
"605599.SH","605599","菜百股份","纺织服饰",,,,,,,"缺失","缺失","缺失",,"missing"
"688001.SH","688001","华兴源创","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688003.SH","688003","天准科技","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688005.SH","688005","容百科技","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688006.SH","688006","杭可科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688016.SH","688016","心脉医疗","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688025.SH","688025","杰普特","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688029.SH","688029","南微医学","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688031.SH","688031","星环科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688032.SH","688032","禾迈股份","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688048.SH","688048","长光华芯","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688050.SH","688050","爱博医疗","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688062.SH","688062","迈威生物","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688063.SH","688063","派能科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688068.SH","688068","热景生物","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688083.SH","688083","中望软件","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688088.SH","688088","虹软科技","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"688091.SH","688091","上海谊众","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688097.SH","688097","博众精工","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688100.SH","688100","威胜信息","通信",,,,,,,"缺失","缺失","缺失",,"missing"
"688102.SH","688102","斯瑞新材","有色金属",,,,,,,"缺失","缺失","缺失",,"missing"
"688106.SH","688106","金宏气体","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688107.SH","688107","安路科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688110.SH","688110","东芯股份","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688116.SH","688116","天奈科技","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688123.SH","688123","聚辰股份","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688127.SH","688127","蓝特光学","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688128.SH","688128","中国电研","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688131.SH","688131","皓元医药","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688139.SH","688139","海尔生物","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688141.SH","688141","杰华特","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688146.SH","688146","中船特气","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688147.SH","688147","微导纳米","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688150.SH","688150","莱特光电","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688153.SH","688153","唯捷创芯","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688158.SH","688158","优刻得","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688165.SH","688165","埃夫特","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688167.SH","688167","炬光科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688177.SH","688177","百奥泰","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688182.SH","688182","灿勤科技","通信",,,,,,,"缺失","缺失","缺失",,"missing"
"688190.SH","688190","云路股份","有色金属",,,,,,,"缺失","缺失","缺失",,"missing"
"688195.SH","688195","腾景科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688205.SH","688205","德科立","通信",,,,,,,"缺失","缺失","缺失",,"missing"
"688206.SH","688206","概伦电子","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"688208.SH","688208","道通科技","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"688232.SH","688232","新点软件","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"688252.SH","688252","天德钰","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688262.SH","688262","国芯科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688279.SH","688279","峰岹科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688289.SH","688289","圣湘生物","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688300.SH","688300","联瑞新材","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"688306.SH","688306","均普智能","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688321.SH","688321","微芯生物","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688326.SH","688326","经纬恒润","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688327.SH","688327","云从科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688332.SH","688332","中科蓝讯","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688333.SH","688333","铂力特","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688351.SH","688351","微电生理","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688352.SH","688352","颀中科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688353.SH","688353","华盛锂电","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688362.SH","688362","甬矽电子","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688368.SH","688368","晶丰明源","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688372.SH","688372","伟测科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688380.SH","688380","中微半导","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688382.SH","688382","益方生物","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688388.SH","688388","嘉元科技","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688390.SH","688390","固德威","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688392.SH","688392","骄成超声","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688400.SH","688400","凌云光","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688403.SH","688403","汇成股份","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688408.SH","688408","中信博","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688409.SH","688409","富创精密","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688432.SH","688432","有研硅","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688433.SH","688433","华曙高科","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688439.SH","688439","振华风光","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"688443.SH","688443","智翔金泰","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688449.SH","688449","联芸科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688484.SH","688484","南芯科技","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688486.SH","688486","龙迅股份","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688502.SH","688502","茂莱光学","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688503.SH","688503","聚和材料","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688515.SH","688515","裕太微","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688516.SH","688516","奥特维","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688519.SH","688519","南亚新材","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688522.SH","688522","纳睿雷达","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"688523.SH","688523","航天环宇","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"688531.SH","688531","日联科技","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688536.SH","688536","思瑞浦","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688543.SH","688543","国科军工","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"688545.SH","688545","兴福电子","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688548.SH","688548","广钢气体","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688549.SH","688549","中巨芯","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688552.SH","688552","航天南湖","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"688559.SH","688559","海目星","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688567.SH","688567","孚能科技","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688584.SH","688584","上海合晶","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688586.SH","688586","江航装备","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"688591.SH","688591","泰凌微","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688593.SH","688593","新相微","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688596.SH","688596","正帆科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688605.SH","688605","先锋精科","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688612.SH","688612","威迈斯","汽车",,,,,,,"缺失","缺失","缺失",,"missing"
"688627.SH","688627","精智达","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688630.SH","688630","芯碁微装","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688631.SH","688631","莱斯信息","计算机",,,,,,,"缺失","缺失","缺失",,"missing"
"688639.SH","688639","华恒生物","基础化工",,,,,,,"缺失","缺失","缺失",,"missing"
"688652.SH","688652","京仪装备","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688658.SH","688658","悦康药业","医药生物",,,,,,,"缺失","缺失","缺失",,"missing"
"688660.SH","688660","电气风电","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688668.SH","688668","鼎通科技","通信",,,,,,,"缺失","缺失","缺失",,"missing"
"688686.SH","688686","奥普特","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688690.SH","688690","纳微科技","未映射",,,,,,,"缺失","缺失","缺失",,"missing"
"688691.SH","688691","灿芯股份","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688698.SH","688698","伟创电气","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688700.SH","688700","东威科技","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688717.SH","688717","艾罗能源","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688726.SH","688726","拉普拉斯","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688766.SH","688766","普冉股份","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688776.SH","688776","国光电气","国防军工",,,,,,,"缺失","缺失","缺失",,"missing"
"688779.SH","688779","五矿新能","电力设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688789.SH","688789","宏华数科","机械设备",,,,,,,"缺失","缺失","缺失",,"missing"
"688798.SH","688798","艾为电子","电子",,,,,,,"缺失","缺失","缺失",,"missing"
"688800.SH","688800","瑞可达","电子",,,,,,,"缺失","缺失","缺失",,"missing"
