"symbol","stock_code","component_name","sw_level1_name","pe_ttm","pb_mrq","ps_ttm","pcf_ocf_ttm","total_market_cap","notlimited_marketcap_a","valuation_bucket","market_cap_bucket","fundamental_quality_flag","fundamental_score","data_status"
"300337.SZ","300337","银邦股份","有色金属","94.3742","4.6062","1.1771","-11.1533","8145511389.07","7050090056.01","高估值","中","风险","-1.5","ok"
"300341.SZ","300341","麦克奥迪","医药生物","35.4471","3.2128","3.9822","68.3289","6348624822.72","6323571936.72","中性","中","中性","0.5","ok"
"300342.SZ","300342","天银机电","家用电器","1118.8952","10.2246","19.2794","196.6488","16019573408.97","15784529146.47","高估值","大","中性","-0.5","ok"
"300348.SZ","300348","长亮科技","计算机","-450.5294","3.2319","3.4138","108.7237","6848315475.45","6157711818.39","高估值","中","中性","-0.5","ok"
"300353.SZ","300353","东土科技","通信","127.9139","5.3972","12.6591","-312.4265","11904326176.16","10455585741.92","高估值","大","风险","-1.5","ok"
"300357.SZ","300357","我武生物","医药生物","30.2717","4.7069","11.8614","32.854","12890638080","11913967727.1","中性","大","中性","0.5","ok"
"300360.SZ","300360","炬华科技","电力设备","12.1682","1.3946","3.8243","12.5237","5928577562.78","5768189624.61","低估值","中","稳健","1.5","ok"
"300363.SZ","300363","博腾股份","医药生物","79.768","1.9129","2.9244","15.2115","10249319439.36","9346153645.36","中性","中","中性","0.5","ok"
"300376.SZ","300376","易事特","电力设备","-2113.2637","1.7259","2.9112","23.0532","11198836689.56","11194961873.81","高估值","大","中性","-0.5","ok"
"300378.SZ","300378","鼎捷数智","计算机","49.4087","3.4854","3.3086","29.6184","8092328927.6","8031492227.6","中性","中","中性","0.5","ok"
"300398.SZ","300398","飞凯材料","电子","58.9951","4.7009","6.9775","26.7662","23707682867.5","23578911535.19","中性","大","中性","0.5","ok"
"300409.SZ","300409","道氏技术","电力设备","23.8055","1.6706","1.574","-45.0909","13587664313.61","11941745888.79","低估值","大","中性","0.5","ok"
"300415.SZ","300415","伊之密","机械设备","13.9778","2.9301","1.6147","26.4951","9942887422.48","9614615189.58","低估值","中","稳健","1.5","ok"
"300416.SZ","300416","苏试试验","社会服务","29.9753","2.7733","3.4107","13.1489","7796037865.98","7740947410.77","中性","中","中性","0.5","ok"
"300428.SZ","300428","立中集团","汽车","12.9076","1.311","0.3566","33.1503","11908551575.61","10365742026.63","低估值","大","稳健","1.5","ok"
"300438.SZ","300438","鹏辉能源","电力设备","60.4652","6.0974","2.3123","31.5018","34735725273.6","27891374064.38","中性","大","中性","0.5","ok"
"300443.SZ","300443","金雷股份","电力设备","18.8116","0.9667","2.3533","12.8687","6146584281.6","4661261664","低估值","中","稳健","1.5","ok"
"300446.SZ","300446","航天智造","汽车","14.4704","1.9912","1.3559","14.0342","12047094081.75","5323232436.75","低估值","大","稳健","1.5","ok"
"300455.SZ","300455","航天智装","计算机","-74.3782","8.1181","12.3628","104.3192","13551458631.68","13378791591.68","高估值","大","中性","-0.5","ok"
"300456.SZ","300456","赛微电子","电子","17.5777","3.7728","37.9427","-96.8147","24990434263.42","20390931912.64","中性","大","中性","-0.5","ok"
"300457.SZ","300457","赢合科技","电力设备","20.528","1.7446","1.1822","12.0894","12006789155.08","11814488451.96","低估值","大","稳健","1.5","ok"
"300459.SZ","300459","汤姆猫","传媒","-10.3706","16.5728","13.2884","52.5833","12199863958.33","11406554720.14","高估值","大","中性","-0.5","ok"
"300468.SZ","300468","四方精创","计算机","142.37","6.2042","15.6324","60.083","10252143993","10235877364.44","高估值","中","中性","-0.5","ok"
"300482.SZ","300482","万孚生物","医药生物","-48.2986","1.4978","4.3369","9.7622","8102617803.09","7444449505.17","高估值","中","中性","-0.5","ok"
"300492.SZ","300492","华图山鼎","建筑装饰","26.5017","24.9429","1.9865","14.2225","6373332997.15","6373332997.15","高估值","中","中性","-0.5","ok"
"300493.SZ","300493","润欣科技","电子","107.4606","5.5072","2.2033","106.0458","6380887035.15","6307310647.65","高估值","中","中性","-0.5","ok"
"300503.SZ","300503","昊志机电","机械设备","132.8551","17.5429","14.3332","227.3868","25854062725.8","20212991304.12","高估值","大","中性","-0.5","ok"
"300525.SZ","300525","博思软件","计算机","32.5053","2.2724","2.8316","18.1755","5682364969.68","4661794173.96","中性","中","中性","0.5","ok"
"300529.SZ","300529","健帆生物","医药生物","24.147","3.8071","6.7333","19.253","13632192044.25","8746703420.25","中性","大","中性","0.5","ok"
"300568.SZ","300568","星源材质","电力设备","1163.2902","2.2576","5.102","35.4819","22024798867.47","17802117435.12","高估值","大","中性","-0.5","ok"
"300573.SZ","300573","兴齐眼药","医药生物","20.3847","7.0562","5.8848","19.9925","15418479424.1","11840474994.75","中性","大","中性","0.5","ok"
"300576.SZ","300576","容大感光","电子","123.7036","7.8431","12.434","113.29","13652740774.86","8593011810.5","高估值","大","中性","-0.5","ok"
"300579.SZ","300579","数字认证","计算机","-67.1504","7.0515","6.5332","62.4274","5580900000","5383982676.93","高估值","中","中性","-0.5","ok"
"300580.SZ","300580","贝斯特","汽车","40.3265","3.3804","7.3738","138.777","11357517648.82","10685315791.92","中性","大","中性","0.5","ok"
"300593.SZ","300593","新雷能","电力设备","-75.1734","6.3829","11.4514","-580.2868","14642033678.31","12152611891.99","高估值","大","风险","-1.5","ok"
"300595.SZ","300595","欧普康视","医药生物","21.4669","1.9745","5.4231","14.6661","9991426612.68","7460401521.6","低估值","中","稳健","1.5","ok"
"300598.SZ","300598","诚迈科技","计算机","-63.4366","4.2862","2.7137","-32.3397","6053790573.9","6052095202.5","高估值","中","风险","-1.5","ok"
"300601.SZ","300601","康泰生物","医药生物","174.2037","1.5459","5.3221","24.2904","14151506482.89","11408032422.64","高估值","大","中性","-0.5","ok"
"300602.SZ","300602","飞荣达","电子","61.9489","5.7346","3.405","50.5768","23797882545.98","16279856034.58","中性","大","中性","0.5","ok"
"300607.SZ","300607","拓斯达","机械设备","147.9369","5.987","6.5053","47.1969","17471499451.56","12362601556.8","高估值","大","中性","-0.5","ok"
"300613.SZ","300613","富瀚微","电子","64.8335","4.7889","7.2345","35.5267","13964391994.8","13172618635.84","中性","大","中性","0.5","ok"
"300618.SZ","300618","寒锐钴业","有色金属","36.9295","1.8398","1.4462","-10.3578","10207616119.36","8981489847.68","中性","中","中性","-0.5","ok"
"300624.SZ","300624","万兴科技","计算机","-88.8354","9.6789","6.2109","-656.4197","9452212880.36","8371591930.24","高估值","中","风险","-1.5","ok"
"300633.SZ","300633","开立医疗","医药生物","45.9773","2.5021","3.4605","84.248","8165376846.1","4999435574.3","中性","中","中性","0.5","ok"
"300634.SZ","300634","彩讯股份","计算机","34.7798","2.7669","5.0404","29.6369","8433131721","8116571715","中性","中","中性","0.5","ok"
"300638.SZ","300638","广和通","通信","68.4285","2.6171","2.4006","-30.1695","16348653043.92","9643557075.12","中性","大","中性","-0.5","ok"
"300641.SZ","300641","正丹股份","基础化工","18.745","2.2463","3.8806","11.6859","7362882788.1","7362882788.1","低估值","中","稳健","1.5","ok"
"300655.SZ","300655","晶瑞电材","电子","153.9637","6.7318","10.4424","56.0267","17327515123.98","17248547975.08","高估值","大","中性","-0.5","ok"
"300657.SZ","300657","弘信电子","电子","94.1565","11.8197","2.2871","59.1224","16792436250.18","16317991289.79","高估值","大","中性","-0.5","ok"
"300660.SZ","300660","江苏雷利","电力设备","58.8859","4.4581","3.6983","49.3225","15961880479.52","15952279859.4","中性","大","中性","0.5","ok"
"300672.SZ","300672","国科微","电子","-193.9331","11.5589","21.0349","132.0863","44575475444.64","43186528556.52","高估值","大","中性","-0.5","ok"
"300674.SZ","300674","宇信科技","计算机","24.6665","2.2353","2.8726","13.5843","10342598211.4","10327245104.8","低估值","中","稳健","1.5","ok"
"300678.SZ","300678","中科信息","计算机","403.4881","7.3902","9.0364","775.097","6360449847.78","6249091268.2","高估值","中","中性","-0.5","ok"
"300680.SZ","300680","隆盛科技","汽车","27.8563","3.2181","2.5483","23.5784","6679326396.48","5140762934.97","中性","中","中性","0.5","ok"
"300682.SZ","300682","朗新科技","计算机","201.1947","1.5518","2.2973","19.9916","10437322747.28","9983219388.56","高估值","中","中性","-0.5","ok"
"300684.SZ","300684","中石科技","电子","59.4331","9.1016","10.8286","50.9191","20303730227.17","13849702539.28","高估值","大","中性","-0.5","ok"
"300685.SZ","300685","艾德生物","医药生物","20.3524","3.5207","6.1082","19.6397","7244252988.33","7234344574.86","中性","中","中性","0.5","ok"
"300687.SZ","300687","赛意信息","计算机","-109.1055","4.0815","5.2859","-585.8015","10925010567.5","8744863873.25","高估值","大","风险","-1.5","ok"
"300693.SZ","300693","盛弘股份","电力设备","23.3762","5.0696","3.1691","15.8647","11417047539.5","9813135412.5","中性","大","中性","0.5","ok"
"300702.SZ","300702","天宇股份","医药生物","79.6138","2.0696","2.4476","12.9464","7620699782.1","4607978802.9","中性","中","中性","0.5","ok"
"300723.SZ","300723","一品红","医药生物","92.4197","9.5486","19.6468","700.5881","18483267984.72","17153203977.36","高估值","大","中性","-0.5","ok"
"300725.SZ","300725","药石科技","医药生物","48.7021","1.7433","4.7281","20.3439","9586100981","8311249482","中性","中","中性","0.5","ok"
"300726.SZ","300726","宏达电子","国防军工","54.8833","4.6413","12.5478","65.2705","24154406909.25","12576813508.95","中性","大","中性","0.5","ok"
"300738.SZ","300738","奥飞数据","通信","112.0376","5.0584","7.2233","11.9772","19418370445.8","19412261134.2","高估值","大","中性","-0.5","ok"
"300747.SZ","300747","锐科激光","机械设备","107.0676","5.8087","5.5377","121.6049","19992960000","18582413952","高估值","大","中性","-0.5","ok"
"300761.SZ","300761","立华股份","农林牧渔","31.3087","1.7365","0.8572","9.0891","16486651013.08","12410326873.8","中性","大","中性","0.5","ok"
"300762.SZ","300762","上海瀚讯","国防军工","-125.3987","9.8967","53.478","-468.3638","22493733953.04","22493733953.04","高估值","大","风险","-1.5","ok"
"300768.SZ","300768","迪普科技","计算机","50.7821","2.8201","8.325","65.3692","9985788394.89","6524556166.59","中性","中","中性","0.5","ok"
"300770.SZ","300770","新媒股份","传媒","11.8389","2.0494","4.7668","10.0886","7609808939.4","7609808939.4","低估值","中","稳健","1.5","ok"
"300772.SZ","300772","运达股份","电力设备","25.7861","1.2592","0.2645","-22.1067","8482218259.9","7523098148.72","中性","中","中性","-0.5","ok"
"300773.SZ","300773","拉卡拉","非银金融","9.6339","3.2923","2.7356","31.7108","16038131040.5","15172008267.5","中性","大","中性","0.5","ok"
"300775.SZ","300775","三角防务","国防军工","40.2464","1.8502","7.4172","36.7686","10896274272.9","10579665989.3","中性","大","中性","0.5","ok"
"300776.SZ","300776","帝尔激光","电力设备","77.4336","10.2254","21.2423","74.9406","40246581741.6","25300960591.5","高估值","大","中性","-0.5","ok"
"300777.SZ","300777","中简科技","国防军工","49.5181","2.3786","15.2516","15.4741","10913541068.34","10695117721.62","中性","大","中性","0.5","ok"
"300779.SZ","300779","惠城环保","环保","236.899","7.1422","14.3006","-71.6681","16024429305.5","12244109416","高估值","大","风险","-1.5","ok"
"300783.SZ","300783","三只松鼠","食品饮料","36.3433","2.1438","0.6692","29.2502","6892938624","4809645984","中性","中","中性","0.5","ok"
"300806.SZ","300806","斯迪克","基础化工","528.385","14.923","11.2317","398.2305","34840676660.58","24319571047.38","高估值","大","中性","-0.5","ok"
"300809.SZ","300809","华辰装备","机械设备","32.1432","3.3614","11.7894","38.032","6150860992","3652816167.04","中性","中","中性","0.5","ok"
"300811.SZ","300811","铂科新材","有色金属","74.6269","10.3262","16.927","99.6868","32305537994.45","26501081006.75","高估值","大","中性","-0.5","ok"
"300814.SZ","300814","中富电路","电子","783.8506","18.2174","14.7573","312.7292","29834386072.2","29834386072.2","高估值","大","中性","-0.5","ok"
"300820.SZ","300820","英杰电气","电力设备","67.7072","5.4754","9.5586","34.7169","14132183176.8","7109693776.8","中性","大","中性","0.5","ok"
"300821.SZ","300821","东岳硅材","基础化工","169.7692","4.5672","6.1221","79.4028","23412000000","23407917532.5","高估值","大","中性","-0.5","ok"
"300827.SZ","300827","上能电气","电力设备","28.5652","3.1397","2.3005","61.8837","13505337706.54","9389347654.44","中性","大","中性","0.5","ok"
"300841.SZ","300841","康华生物","医药生物","27.7098","1.761","5.2336","15.0448","6277734690.69","5744934232.27","中性","中","中性","0.5","ok"
"300850.SZ","300850","新强联","电力设备","11.9977","1.3377","2.0849","84.6642","9565382788.5","6948137981.4","低估值","中","稳健","1.5","ok"
"300855.SZ","300855","图南股份","有色金属","55.7487","5.5432","9.8607","-4407.2129","11660268620","8636346948.24","中性","大","中性","-0.5","ok"
"300861.SZ","300861","美畅股份","机械设备","30.4015","1.8939","5.3757","-207.256","12516387397.2","7859342882.07","中性","大","中性","-0.5","ok"
"300870.SZ","300870","欧陆通","电力设备","209.1302","14.5802","8.2419","160.8079","38038770666.4","38034584106.4","高估值","大","中性","-0.5","ok"
"300872.SZ","300872","天阳科技","计算机","-46.8459","1.9704","4.2152","75.4307","7316935034.17","6326404978.07","高估值","中","中性","-0.5","ok"
"300910.SZ","300910","瑞丰新材","基础化工","15.6617","2.6958","3.0181","13.6203","10671557837.22","7474172313.16","低估值","中","稳健","1.5","ok"
"300913.SZ","300913","兆龙互连","通信","50.7686","4.7402","5.7484","46.4878","12556072425.6","10470843741.6","中性","大","中性","0.5","ok"
"300925.SZ","300925","法本信息","计算机","61.7783","2.7333","1.1308","-80.9796","6139112092.4","5005176076.08","中性","中","中性","-0.5","ok"
"300926.SZ","300926","博俊科技","汽车","9.0217","2.0553","1.3009","12.0771","7435664287.2","5101639988.8","低估值","中","稳健","1.5","ok"
"300969.SZ","300969","恒帅股份","汽车","93.4624","10.6165","15.6857","71.8831","15422342868.32","7355529847.03","高估值","大","中性","-0.5","ok"
"300990.SZ","300990","同飞股份","机械设备","77.7119","9.0966","6.5122","48.4686","19487872273.8","8851089374.4","高估值","大","中性","-0.5","ok"
"301000.SZ","301000","肇民科技","汽车","45.7183","4.8469","7.6128","51.3499","6377245075.92","6020443315.92","中性","中","中性","0.5","ok"
"301005.SZ","301005","超捷股份","汽车","1050.8701","19.5049","17.4505","332.1934","15247754464.8","14937120432","高估值","大","中性","-0.5","ok"
"301015.SZ","301015","百洋医药","医药生物","24.4998","5.0554","1.6892","19.1418","12583440403.38","12581824453.38","中性","大","中性","0.5","ok"
"301018.SZ","301018","申菱环境","机械设备","207.7339","14.3734","9.4491","179.7573","39666336307.22","29973570836.02","高估值","大","中性","-0.5","ok"
"301029.SZ","301029","怡合达","机械设备","33.5471","3.8759","5.6666","34.5721","17421548498.64","12687864724.43","中性","大","中性","0.5","ok"
"301031.SZ","301031","中熔电气","电子","30.3347","8.4985","5.758","27.2589","13899278970.3","10926870459.3","高估值","大","中性","-0.5","ok"
"301035.SZ","301035","润丰股份","基础化工","18.9541","2.35","1.189","11.5212","18064880982.96","18037971637.56","低估值","大","稳健","1.5","ok"
"301039.SZ","301039","中集车辆","汽车","15.3866","0.9234","0.6707","8.6881","13568660800.8","10515575100","低估值","大","稳健","1.5","ok"
"301047.SZ","301047","义翘神州","医药生物","56.5147","1.6647","12.2123","50.261","8886780370.52","8736560170.26","中性","中","中性","0.5","ok"
"301050.SZ","301050","雷电微力","国防军工","185.7262","2.486","13.3751","-61.9094","7610584362.08","6482176722.54","高估值","中","风险","-1.5","ok"
"301061.SZ","301061","匠心家居","轻工制造","11.5877","2.2051","2.869","12.1842","9615483566.01","6388011496.44","低估值","中","稳健","1.5","ok"
"301071.SZ","301071","力量钻石","基础化工","140.2493","3.4094","26.2504","42.7122","18333143610.65","13476887438.85","高估值","大","中性","-0.5","ok"
"301078.SZ","301078","孩子王","商贸零售","27.5589","2.0182","0.8409","6.5585","8688108237.12","8679095106.27","中性","中","中性","0.5","ok"
"301087.SZ","301087","可孚医疗","医药生物","30.4599","2.4927","3.2208","17.138","11794850000","9699563500","中性","大","中性","0.5","ok"
"301091.SZ","301091","深城交","建筑装饰","222.4687","3.4222","6.7217","799.5258","7998837600","7998837600","高估值","中","中性","-0.5","ok"
"301095.SZ","301095","广立微","计算机","202.8015","5.9188","24.028","8079.1544","18594096209.92","16063202888.04","高估值","大","中性","-0.5","ok"
"301101.SZ","301101","明月镜片","轻工制造","29.221","3.2444","6.8321","23.5284","5900274288","5683340027.04","中性","中","中性","0.5","ok"
"301109.SZ","301109","军信股份","环保","14.4609","1.4302","4.057","6.1781","11039520779.58","3222430326.78","低估值","大","稳健","1.5","ok"
"301127.SZ","301127","武汉天源","环保","55.8199","3.5305","6.5722","-55.0503","11951354661.21","11602908850.59","中性","大","中性","-0.5","ok"
"301153.SZ","301153","中科江南","计算机","47.1145","3.0814","6.8149","46.7768","5726198772","5341212802.8","中性","中","中性","0.5","ok"
"301155.SZ","301155","海力风电","电力设备","28.3885","1.4553","1.9639","75.3817","8415224113.38","4771330457.53","中性","中","中性","0.5","ok"
"301171.SZ","301171","易点天下","传媒","459.8933","4.8582","4.5054","72.5573","17763922890.24","14414127463.92","高估值","大","中性","-0.5","ok"
"301175.SZ","301175","中科环保","环保","19.4698","1.9995","3.8992","9.9667","7594900800","3208900800","低估值","中","稳健","1.5","ok"
"301177.SZ","301177","迪阿股份","纺织服饰","55.0229","1.363","5.8232","-18.3218","8581886352","8576214400","中性","中","中性","-0.5","ok"
"301196.SZ","301196","唯科科技","基础化工","67.6566","5.0778","7.4627","46.9084","16974741432.14","11142841095.52","中性","大","中性","0.5","ok"
"301205.SZ","301205","联特科技","通信","373.1447","20.0387","26.417","-97.3077","32623891755","21002461215.9","高估值","大","风险","-1.5","ok"
"301207.SZ","301207","华兰疫苗","医药生物","57.1191","1.8654","8.8882","23.2437","10710310050","10703550033","中性","中","中性","0.5","ok"
"301215.SZ","301215","中汽股份","汽车","31.4414","2.3134","11.6058","22.6829","6871041000","6863256000","中性","中","中性","0.5","ok"
"301216.SZ","301216","万凯新材","基础化工","21.1521","1.6231","0.668","-40.6157","10617739769.7","9966377200.8","低估值","中","中性","0.5","ok"
"301217.SZ","301217","铜冠铜箔","电力设备","643.0412","19.1992","14.8003","5458.6253","105616580305.6","105616580305.6","高估值","大","中性","-0.5","ok"
"301219.SZ","301219","腾远钴业","有色金属","11.641","1.791","1.8729","-2282.8611","17675323290.99","12615497540.82","低估值","大","中性","0.5","ok"
"301225.SZ","301225","恒勃股份","汽车","71.3076","5.7818","7.6221","136.1776","9263686316.49","2827987298.49","中性","中","中性","0.5","ok"
"301238.SZ","301238","瑞泰新材","电力设备","36.7348","1.6034","5.2342","-148.8406","11843332795","11843332795","中性","大","中性","-0.5","ok"
"301262.SZ","301262","海看股份","传媒","20.5039","2.087","8.5167","170.5188","7952190000","2327977725.44","低估值","中","稳健","1.5","ok"
"301263.SZ","301263","泰恩康","医药生物","415.7208","6.289","15.6992","-688.4322","10671477300","7613938259.4","高估值","中","风险","-1.5","ok"
"301267.SZ","301267","华厦眼科","医药生物","29.4136","2.5006","3.2429","14.4265","13608000000","10504799004.6","中性","大","中性","0.5","ok"
"301268.SZ","301268","铭利达","机械设备","-28.0316","3.4899","1.4218","87.0642","5211033282","4712960772","高估值","中","中性","-0.5","ok"
"301275.SZ","301275","汉朔科技","电子","36.2452","4.2088","3.7174","92.1973","17495808000","12461589430.86","中性","大","中性","0.5","ok"
"301291.SZ","301291","明阳电气","电力设备","22.1846","2.1932","1.6914","30.7929","11106417216.18","5778373204.23","低估值","大","稳健","1.5","ok"
"301293.SZ","301293","三博脑科","医药生物","168.2635","4.3469","5.7675","45.1032","10247852603.25","10247852603.25","高估值","中","中性","-0.5","ok"
"301297.SZ","301297","富乐德","电子","73.1771","5.8472","10.988","79.2718","31715192690","15539247842.5","中性","大","中性","0.5","ok"
"301316.SZ","301316","慧博云通","计算机","155.8725","14.2435","6.7062","251.4214","15788871120","15305597388.24","高估值","大","中性","-0.5","ok"
"301327.SZ","301327","华宝新能","电力设备","-143.5512","1.2665","1.7656","-18.0873","7716375003","7716375003","高估值","中","风险","-1.5","ok"
"301339.SZ","301339","通行宝","计算机","26.4245","2.1254","5.5221","16.9815","5976239220","5868940000","中性","中","中性","0.5","ok"
"301345.SZ","301345","涛涛车业","汽车","32.0164","7.6799","6.6542","36.8067","29020138774.52","9322116005.52","中性","大","中性","0.5","ok"
"301363.SZ","301363","美好医疗","医药生物","52.8636","4.0213","8.7828","36.1119","15218885827.84","9981220139.04","中性","大","中性","0.5","ok"
"301371.SZ","301371","敷尔佳","美容护理","26.9158","2.3529","6.4491","24.7646","13803560160","2064530676","中性","大","中性","0.5","ok"
"301381.SZ","301381","赛维时代","商贸零售","31.3798","3.1212","0.7236","6.6873","8739426167","8731299167","中性","中","中性","0.5","ok"
"301389.SZ","301389","隆扬电子","电子","178.7638","7.9631","29.9172","83.8013","17880345000","17880345000","高估值","大","中性","-0.5","ok"
"301392.SZ","301392","汇成真空","机械设备","583.2512","31.906","49.7345","99.7091","24161000000","9856700056.71","高估值","大","中性","-0.5","ok"
"301396.SZ","301396","宏景科技","计算机","1416.0747","40.0901","41.1533","23.3102","49638977532.4","32682458105.76","高估值","大","中性","-0.5","ok"
"301413.SZ","301413","安培龙","机械设备","111.4726","6.4475","6.917","91.1185","8189603571.6","4889516552.58","高估值","中","中性","-0.5","ok"
"301421.SZ","301421","波长光电","电子","272.1545","7.999","20.829","108.4004","9648566840","3861201479.3","高估值","中","中性","-0.5","ok"
"301458.SZ","301458","钧崴电子","电子","83.9907","6.6039","13.8234","65.751","11232001404","4948341292.44","高估值","大","中性","-0.5","ok"
"301487.SZ","301487","盟固利","电力设备","104.8497","3.8066","2.731","26.9947","7349266843.62","4361976123.96","高估值","中","中性","-0.5","ok"
"301488.SZ","301488","豪恩汽电","汽车","149.2828","7.7652","5.5711","108.7475","10772056781.56","4413748082.02","高估值","大","中性","-0.5","ok"
"301489.SZ","301489","思泉新材","电子","229.9999","14.5156","15.8114","-3177.0771","15884285526.5","9776097482.5","高估值","大","风险","-1.5","ok"
"301500.SZ","301500","飞南资源","环保","18.9274","2.5086","0.7964","5519.3369","13014808389.48","3336213470.88","低估值","大","稳健","1.5","ok"
"301510.SZ","301510","固高科技","机械设备","153.5324","8.1705","19.7101","277.6271","11856296400","8274280466.4","高估值","大","中性","-0.5","ok"
"301511.SZ","301511","德福科技","电力设备","291.7426","16.9508","4.937","-139.7429","70469999600","41883751501.8","高估值","大","风险","-1.5","ok"
"301522.SZ","301522","上大股份","有色金属","82.5576","4.3354","3.4614","-122.0435","8411624007.54","6259387557.54","高估值","中","风险","-1.5","ok"
"301550.SZ","301550","斯菱智驱","汽车","169.4617","15.0026","34.8046","140.3063","28025095037.5","17152669041.97","高估值","大","中性","-0.5","ok"
"301551.SZ","301551","无线传媒","传媒","31.284","3.1533","13.2415","26.3207","7952198800","3072527953.6","中性","中","中性","0.5","ok"
"301556.SZ","301556","托普云农","计算机","43.951","4.7684","9.4249","49.4389","4720248000","1631718000","中性","中","中性","0.5","ok"
"301563.SZ","301563","云汉芯城","电子","90.3404","9.2832","3.1354","-36.1531","11746162769.28","2655269038.2","高估值","大","风险","-1.5","ok"
"301565.SZ","301565","中仑新材","基础化工","95.4216","3.1172","3.4113","22.1679","7612190300","2436030300","高估值","中","中性","-0.5","ok"
"301571.SZ","301571","国科天成","国防军工","50.5031","5.2797","9.2082","-110.0218","10900123911","7239370342.5","中性","大","中性","-0.5","ok"
"301584.SZ","301584","建发致新","医药生物","35.8749","4.7245","0.5271","10.0327","10245736538.88","1306331411.2","中性","中","中性","0.5","ok"
"301589.SZ","301589","诺瓦星云","计算机","21.5954","3.2761","3.4884","15.7527","12544269120","4676550422.4","中性","大","中性","0.5","ok"
"301592.SZ","301592","六九一二","国防军工","131.1491","7.9552","15.9585","138.2555","7469700000","2492577425.04","高估值","中","中性","-0.5","ok"
"301600.SZ","301600","慧翰股份","计算机","53.1026","6.5614","8.3392","32.0904","8331568185","2571325035","中性","中","中性","0.5","ok"
"301602.SZ","301602","超研股份","医药生物","52.2084","4.5257","16.5984","48.85","6197929861.86","3016986187.77","中性","中","中性","0.5","ok"
"301622.SZ","301622","英思特","有色金属","61.0875","3.0626","3.1998","133.6128","4760162992.8","2654914799.76","中性","中","中性","0.5","ok"
"301626.SZ","301626","苏州天脉","电子","312.0228","21.7781","31.1341","220.4857","35182915200","16003542051.72","高估值","大","中性","-0.5","ok"
"301631.SZ","301631","壹连科技","汽车","26.9384","3.0709","1.4869","19.5137","8188186759.76","2789172207.22","中性","中","中性","0.5","ok"
"301632.SZ","301632","广东建科","社会服务","46.3057","2.2356","5.0801","69.1796","6194688000","1084277600","中性","中","中性","0.5","ok"
"301658.SZ","301658","首航新能","电力设备","140.0873","3.0508","3.774","85.653","9727835074.65","2298059504.79","高估值","中","中性","-0.5","ok"
"301662.SZ","301662","宏工科技","电力设备","69.7761","5.3414","3.6869","63.4192","8274280000","3180748643.94","中性","中","中性","0.5","ok"
"301665.SZ","301665","泰禾股份","基础化工","21.6951","3.0271","1.9792","11.8272","11308500000","2617792100","中性","大","中性","0.5","ok"
"301678.SZ","301678","新恒汇","电子","147.0696","6.486","13.0343","147.5356","12456884284","7226490284","高估值","大","中性","-0.5","ok"
"600006.SH","600006","东风股份","汽车","-25.0667","1.3337","1.2286","-33.87","10660000000","10660000000","高估值","中","风险","-1.5","ok"
"600012.SH","600012","皖通高速","交通运输","15.4191","2.1503","5.2468","8.4923","28721429654.09","19593736000","低估值","大","稳健","1.5","ok"
"600017.SH","600017","日照港","交通运输","19.0764","0.5949","1.0885","3.6489","8365778575.36","8365778575.36","低估值","中","稳健","1.5","ok"
"600022.SH","600022","山东钢铁","钢铁","-657.8945","0.7678","0.2261","6.2285","14443446897.9","14443446897.9","高估值","大","中性","-0.5","ok"
"600033.SH","600033","福建高速","交通运输","10.2874","0.7826","3.2411","3.5408","9852396000","9852396000","低估值","中","稳健","1.5","ok"
"600037.SH","600037","歌华有线","传媒","140.1263","0.7408","3.8658","45.3368","9464089611.2","9464089611.2","高估值","中","中性","-0.5","ok"
"600055.SH","600055","万东医疗","医药生物","-27.1798","1.7063","5.4909","-27.7284","7578998205.24","7578998205.24","高估值","中","风险","-1.5","ok"
"600056.SH","600056","中国医药","医药生物","29.8645","1.1999","0.4117","9.7628","14420280770.72","14415188247.92","中性","大","中性","0.5","ok"
"600057.SH","600057","厦门象屿","交通运输","13.1587","1.0895","0.0417","1.4831","17176044010.95","12659686492.2","低估值","大","稳健","1.5","ok"
"600058.SH","600058","五矿发展","商贸零售","-306.9526","1.9517","0.1864","11.6042","9518567113.68","9518567113.68","高估值","中","中性","-0.5","ok"
"600059.SH","600059","古越龙山","食品饮料","32.1633","1.2272","3.9556","30.4199","7246762183.35","7246762183.35","中性","中","中性","0.5","ok"
"600063.SH","600063","皖维高新","基础化工","26.1583","1.3984","1.4877","19.5221","11835288888.28","11835288888.28","中性","大","中性","0.5","ok"
"600064.SH","600064","南京高科","房地产","7.4799","0.6686","4.4543","11.865","13202491483.72","13202491483.72","低估值","大","稳健","1.5","ok"
"600072.SH","600072","中船科技","电力设备","-3.7529","1.6158","1.0778","-11.343","12290321116.71","8872532618.04","高估值","大","风险","-1.5","ok"
"600075.SH","600075","新疆天业","基础化工","-75.5985","0.847","0.714","4.8896","7480152362.34","7480152362.34","高估值","中","中性","-0.5","ok"
"600094.SH","600094","大名城","房地产","62.2011","0.8732","4.639","15.8303","8974307173.7","8207247607","中性","中","中性","0.5","ok"
"600113.SH","600113","浙江东日","商贸零售","89.9004","4.9335","16.5809","89.1183","12635299800","12342934800","高估值","大","中性","-0.5","ok"
"600114.SH","600114","东睦股份","机械设备","35.7859","5.5218","3.2183","16.8591","19680222978.09","19212672978.09","中性","大","中性","0.5","ok"
