"snapshot_time","symbol","component_name","weight","sw_level1_code","sw_level1_name","close","change_rate","interval_return","volume_delta","turnover","turnover_delta","weighted_change_contribution","resonance_score","risk_score","amplitude","ts_nanos","signal_valid","signal_horizon","return_5m","volume_delta_5m","turnover_delta_5m","resonance_score_5m","risk_score_5m","return_15m","volume_delta_15m","turnover_delta_15m","resonance_score_15m","risk_score_15m","return_30m","volume_delta_30m","turnover_delta_30m","resonance_score_30m","risk_score_30m","momentum_z_5m","turnover_z_5m","strength_z_5m","risk_z_5m","composite_score_5m","prediction_label_5m","reason_5m","momentum_z_15m","turnover_z_15m","strength_z_15m","risk_z_15m","composite_score_15m","prediction_label_15m","reason_15m","momentum_z_30m","turnover_z_30m","strength_z_30m","risk_z_30m","composite_score_30m","prediction_label_30m","reason_30m","momentum_z","turnover_z","strength_z","risk_z","composite_score","prediction_label","reason"
"2026-07-16 15:00:00.255","000012.SZ","南  玻A","0.073000","","未映射","3.85","-0.007731958762886598","0.00260416666666673","660500","101504491.96","2543905","-0.000564432989690722","0.038409404304881","0","0.018041237113402133","1784185248093869297","True","5m","0.00260416666666673","660500","2543905","0.038409404304881","0","0.00260416666666673","2789108","10717184.72","0.0421545811276612","0","0.00260416666666673","4298793","16512178.27","0.0432802312608266","0","0.709872717879521","-0.432317064184569","0.0720440901289237","-0.428717977226456","0.778317721050331","中性","信号未达到强势、放量或风险阈值","0.177997134189799","-0.353922517384868","0.0720440901289237","-0.303351047309908","0.199469754243763","中性","信号未达到强势、放量或风险阈值","0.655536054027252","-0.420007473661237","0.0720440901289237","-0.486980188920529","0.794552859415468","中性","信号未达到强势、放量或风险阈值","0.709872717879521","-0.432317064184569","0.0720440901289237","-0.428717977226456","0.778317721050331","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000028.SZ","国药一致","0.041000","801150.SI","医药生物","21.52","0.020388809862494073","-0.000464468183929473","95680","151387014.32","2059569.5","0.000835941204362257","-0.00675244218480458","0.00675244218480458","0.05784732100521569","1784185249112683453","True","5m","-0.000464468183929473","95680","2059569.5","-0.00675244218480458","0.00675244218480458","0.00186219739292361","364323","7837791.28","0.029561392468774","0","0.0013959981386692","640789","13767549.42","0.0229471730512249","0","-0.432559467326339","-0.463020084398549","0.855186625791841","-0.100451137293966","0.0600582113609192","中性","信号未达到强势、放量或风险阈值","-0.0220605088526046","-0.397560294979326","0.855186625791841","-0.303351047309908","0.738916869269818","中性","信号未达到强势、放量或风险阈值","0.391414191161177","-0.445587793837526","0.855186625791841","-0.486980188920529","1.28799321203602","中性","信号未达到强势、放量或风险阈值","-0.432559467326339","-0.463020084398549","0.855186625791841","-0.100451137293966","0.0600582113609192","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000029.SZ","深深房A","0.081000","","未映射","21.37","-0.02152014652014652","0","67400","118699415","1440289","-0.00174313186813187","0","0","0.03296703296703291","1784185225772595865","True","5m","0","67400","1440289","0","0","0.000936768149882884","397300","8487435","0.0149452904077935","0","0.0118371212121212","922000","19644694","0.198784539361685","0","-0.25964107587222","-0.502277544794542","-0.311946705651494","-0.428717977226456","-0.6451473490918","中性","信号未达到强势、放量或风险阈值","-0.271584579076221","-0.387714815797781","-0.311946705651494","-0.303351047309908","-0.667895053215588","中性","信号未达到强势、放量或风险阈值","2.67398389287728","-0.390811994159277","-0.311946705651494","-0.486980188920529","2.45820538198704","中性","信号未达到强势、放量或风险阈值","-0.25964107587222","-0.502277544794542","-0.311946705651494","-0.428717977226456","-0.6451473490918","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000030.SZ","富奥股份","0.020000","801880.SI","汽车","4.26","0.039024390243902446","0.00235294117647054","444506","100920452.7","1891023.10000001","0.000780487804878049","0.0340061860991498","0","0.04390243902439039","1784185251479173144","True","5m","0.00235294117647054","444506","1891023.10000001","0.0340061860991498","0","0.00471698113207537","1216146","5159805.7","0.072907592809035","0","0.00709219858156013","2056446","8712619.7","0.113335341756122","0","0.616343151894019","-0.473704586208127","1.3741737085373","-0.428717977226456","1.94553025144965","中性","信号未达到强势、放量或风险阈值","0.747676630489115","-0.438145696584328","1.3741737085373","-0.303351047309908","1.98705568975199","中性","信号未达到强势、放量或风险阈值","1.63668009353369","-0.492700437394502","1.3741737085373","-0.486980188920529","3.00513355359701","中性","信号未达到强势、放量或风险阈值","0.616343151894019","-0.473704586208127","1.3741737085373","-0.428717977226456","1.94553025144965","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000035.SZ","中国天楹","0.083000","801970.SI","环保","4.55","-0.010869565217391306","0.00220264317180612","334000","119423905","1518690","-0.000902173913043478","0.031351011756783","0","0.028260869565217363","1784185242956303269","True","5m","0.00220264317180612","334000","1518690","0.031351011756783","0","0.0044150110375275","2008500","9112141","0.0707510744716683","0","0.00220264317180612","3846700","17437888","0.0367272156950229","0","0.560388212234942","-0.497307544685534","-0.0153359209734538","-0.428717977226456","0.47646272380241","中性","信号未达到强势、放量或风险阈值","0.666256243523799","-0.378247272699564","-0.0153359209734538","-0.303351047309908","0.576024097160689","中性","信号未达到强势、放量或风险阈值","0.567757626606324","-0.411379731049078","-0.0153359209734538","-0.486980188920529","0.628022163504321","中性","信号未达到强势、放量或风险阈值","0.560388212234942","-0.497307544685534","-0.0153359209734538","-0.428717977226456","0.47646272380241","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000048.SZ","京基智农","0.060000","801010.SI","农林牧渔","20.69","-0.01989578398863098","-0.00144787644787633","454800","357959856.08","9418845","-0.00119374703931786","-0.0232503230700854","0.0232503230700854","0.035528185693983895","1784185228161470567","True","5m","-0.00144787644787633","454800","9418845","-0.0232503230700854","0.0232503230700854","0.00436893203883494","1671900","34549028","0.0758354417632406","0","0.00339476236663435","2886400","59602587","0.0607771420355877","0","-0.798675772012127","0.00349947577563824","-0.266709414711347","0.701585677768451","-1.76347138871629","中性","信号未达到强势、放量或风险阈值","0.653831934056533","0.00725378532930023","-0.266709414711347","-0.303351047309908","0.697727351984394","中性","信号未达到强势、放量或风险阈值","0.828370889739662","-0.0183989094138042","-0.266709414711347","-0.486980188920529","1.03024275453504","中性","信号未达到强势、放量或风险阈值","-0.798675772012127","0.00349947577563824","-0.266709414711347","0.701585677768451","-1.76347138871629","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000049.SZ","德赛电池","0.055000","801730.SI","电力设备","24.51","0.0016346546791990192","0.00163465467919913","145030","245795129.09","3552051.40000001","8.99060073559461E-05","0.0246555555949958","0","0.03473641193297921","1784185248093954548","True","5m","0.00163465467919913","145030","3552051.40000001","0.0246555555949958","0","0.0020441537203598","549530","13434296.4","0.0335513522126396","0","0.000816659861167951","1051881","25709097.31","0.0139341408795935","0","0.348929903777448","-0.368408597227571","0.332897322817189","-0.428717977226456","0.742136606593522","中性","信号未达到强势、放量或风险阈值","0.0270004904255661","-0.312744151988875","0.332897322817189","-0.303351047309908","0.350504708563788","中性","信号未达到强势、放量或风险阈值","0.264763064652471","-0.334290917239186","0.332897322817189","-0.486980188920529","0.750349659151003","中性","信号未达到强势、放量或风险阈值","0.348929903777448","-0.368408597227571","0.332897322817189","-0.428717977226456","0.742136606593522","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000058.SZ","深赛格","0.019000","801200.SI","商贸零售","6.26","0.016233766233766236","0.00159999999999997","192900","49221549.38","1207403","0.000308441558441558","0.0224063730531879","0","0.037337662337662406","1784185235281898625","True","5m","0.00159999999999997","192900","1207403","0.0224063730531879","0","0.00159999999999997","662900","4140550","0.0243781430859723","0","0","1074200","6708328","0","0","0.336028199008824","-0.517040665741804","0.739471744504597","-0.428717977226456","0.987177254998073","中性","信号未达到强势、放量或风险阈值","-0.0927569572048945","-0.453592718491999","0.739471744504597","-0.303351047309908","0.496473116117612","中性","信号未达到强势、放量或风险阈值","0.0862302533259447","-0.511380713021817","0.739471744504597","-0.486980188920529","0.801301473729255","中性","信号未达到强势、放量或风险阈值","0.336028199008824","-0.517040665741804","0.739471744504597","-0.428717977226456","0.987177254998073","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000059.SZ","华锦股份","0.037000","801960.SI","石油石化","4.38","-0.013513513513513513","0","494800","150143323.72","2166663","-0.0005","0","0","0.03828828828828827","1784185208191502986","True","5m","0","494800","2166663","0","0","0.00228832951945075","1817200","7956957","0.0363605430754557","0","-0.00227790432801817","3429000","15003792","-0.0376396665006091","0.0376396665006091","-0.25964107587222","-0.45623120789603","-0.088967918746017","-0.428717977226456","-0.376122225287811","中性","信号未达到强势、放量或风险阈值","0.0928377650713129","-0.39575431490241","-0.088967918746017","-0.303351047309908","-0.0885334212672063","中性","信号未达到强势、放量或风险阈值","-0.411750219269253","-0.434065842149245","-0.088967918746017","0.12129497404567","-1.05607895421019","中性","信号未达到强势、放量或风险阈值","-0.25964107587222","-0.45623120789603","-0.088967918746017","-0.428717977226456","-0.376122225287811","中性","信号未达到强势、放量或风险阈值"
"2026-07-16 15:00:00.255","000061.SZ","农 产 品","0.046000","801200.SI","商贸零售","5.82","0.008665511265164646","0.00172117039586931","452500","116505985.97","2633450","0.000398613518197574","0.0254454487285992","0","0.03119584055459267","1784185233440915891","True","5m","0.00172117039586931","452500","2633450","0.0254454487285992","0","0","1517200","8821184","0","0","0.00172117039586931","2713700","15762610","0.0285252173859927","0","0.381139125161661","-0.426640623070794","0.528701460604725","-0.428717977226456","0.911917939922048","中性","信号未达到强势、放量或风险阈值","-0.524165965900126","-0.382656783633072","0.528701460604725","-0.303351047309908","-0.0747702416185657","中性","信号未达到强势、放量或风险阈值","0.462501212825621","-0.426993553524307","0.528701460604725","-0.486980188920529","1.05118930882657","中性","信号未达到强势、放量或风险阈值","0.381139125161661","-0.426640623070794","0.528701460604725","-0.428717977226456","0.911917939922048","中性","信号未达到强势、放量或风险阈值"
